file name,titls as per dsbc,Sanskrit Filename,Tibetan Filename,d_ref,CBETA number,Remarks Chinese translation,Full title of the text,Additional information,Author,author_id,GRETIL/DSBC Link,Reconstructed,Edition on Archive
book_170.xml,Prajñāpāramitāstotram,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/170,,
book_305.xml,Tarkaśāstram,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/305,,
book_873.xml,Sarvabuddhaviṣayāvatārajñānālokālaṁkāra nāma mahāyānasūtra,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/873,,
book_290.xml,Hetutattvopadeśaḥ,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/290,,
book_906.xml,prahāṇapūrakaśatavandanānāma mahāyānasūtram,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/906,,
book_951.xml,Dveśavajrasādhana,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/951,,
book_263.xml,Caryāsaṅgrahapradīpaḥ,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/263,,
book_173.xml,Adhyardhaśatakaṃ nāma stotram,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/173,,
book_293.xml,Kṣaṇabhaṅgasidviḥ vyatirekātmikā,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/293,,
book_345.xml,Mahāmāyāsādhanam,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/345,,
book_70.xml,Prajñāpāramitāhṛdayasūtram [saṃkṣiptamātṛkā],,,,,,,,,,https://www.dsbcproject.org/canon-text/book/70,,
book_16.xml,Hayagrīvavidyā,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/16,,
book_902.xml,upāsakasaṁvarāṣṭakavivaraṇam,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/902,,
book_222.xml,Buddhacarita,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/222,,
book_971.xml,Paramadya-tantra,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/971,,
book_46.xml,Madhyamaka-śālistambasūtram,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/46,,
book_304.xml,Santānāntarasiddhiṭīkā,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/304,,
book_320.xml,Āryaśālistambakakārikā,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/320,,
book_931.xml,Mūlamadhyamakakārikā prajñā nāma,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/931,,
book_100.xml,Āryadharmadhātugarbhavivaraṇam,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/100,,
book_90.xml,Mahāsāṃghikānāṃ prātimokṣasūtram,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/90,,
book_105.xml,Sekoddeśaḥ,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/105,,
book_29.xml,Āryarāṣṭrapālaparipṛcchā nāma mahāyānasūtram,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/29,,
book_74.xml,Suvikrāntavikrāmiparipṛcchā nāma sārdhadvisāhasrikā prajñāpāramitā,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/74,,
book_253.xml,Sūtrārthasamuccayopadeśaḥ,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/253,,
book_307.xml,Upāyahṛdayam,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/307,,
book_899.xml,kālacakragaṇitopadeśaḥ,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/899,,
book_58.xml,Sukhāvatīvyūhaḥ (saṃkṣiptamātṛkā),,,,,,,,,,https://www.dsbcproject.org/canon-text/book/58,,
book_302.xml,Sambandhaparīkṣā,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/302,,
book_231.xml,Dharmasamuccayaḥ,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/231,,
book_102.xml,Jñānaprasthānam śāstram,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/102,,
book_114.xml,(Ārya)tārāsragdharāstotram,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/114,,
book_22.xml,Jātakamālā,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/22,,
book_904.xml,prajñāhṛdayavyākhyā,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/904,,
book_354.xml,Cittaviśuddhiprakaraṇa,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/354,,
book_221.xml,Gurupañcāśikā,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/221,,
book_220.xml,Gurukriyākramaḥ,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/220,,
book_923.xml,Buddhādipūjāvidhiḥ,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/923,,
book_257.xml,Bhāvanākramaḥ,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/257,,
book_230.xml,Dharmasaṃgrahaḥ,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/230,,
book_245.xml,Mahāyānaviṃśikā,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/245,,
book_298.xml,Pramāṇavārtikam,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/298,,
book_61.xml,Vimalakīrtinirdeśa sūtram,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/61,,
book_858.xml,Ṣaḍgatikārikāḥ,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/858,,
book_942.xml,Prasādapratibhodbhava,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/942,,
book_737.xml,Guhyāsamājatantrapradīpodyotanaṭīkā ṣaṭkoṭivyākhyā,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/737,,
book_303.xml,Santānāntarasiddhiḥ,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/303,,
book_233.xml,Ratnāvalī,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/233,,
book_889.xml,Abhiṣeka-vidhiḥ,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/889,,
book_292.xml,Kṣaṇabhaṅgasiddhiḥ,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/292,,
book_23.xml,Ajitasenavyākaraṇam,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/23,,
book_288.xml,Hetubinduḥ,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/288,,
book_355.xml,Pañcakramaḥ,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/355,,
book_267.xml,Samādhisaṃbhāraparivartaḥ,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/267,,
book_286.xml,Apohasiddhiḥ,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/286,,
book_72.xml,Ratnaguṇasaṃcayagāthā,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/72,,
book_250.xml,Śaraṇagamanadeśanā,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/250,,
book_115.xml,(Ārya)tārāṣṭottaraśatanāmastotram,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/115,,
book_349.xml,Nityakarmapūjāvidhiḥ,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/349,,
book_922.xml,Ādikarmāvatārapratibaddham,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/922,,
book_48.xml,Mahāparinirvāṇa sūtram,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/48,,
book_248.xml,Pratītyasamutpādahṛdayakārikā,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/248,,
book_926.xml,Śrīhevajrasya Guṇasragdharanāmastutiḥ,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/926,,
book_917.xml,Yogaśatakam,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/917,,
book_266.xml,Mahāyānapathasādhanasaṅgrahaḥ,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/266,,
book_60.xml,Suvarṇaprabhāsasūtram,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/60,,
book_59.xml,Sukhāvatīvyūhaḥ (vistaramātṛkā),,,,,,,,,,https://www.dsbcproject.org/canon-text/book/59,,
book_322.xml,Tarkabhāṣā,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/322,,
book_265.xml,Garbha-saṅgrahaḥ,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/265,,
book_75.xml,Svalpākṣarā prajñāpāramitā,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/75,,
book_730.xml,Sarvadurgatipariśodhana tantra,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/730,,
book_921.xml,Sambandhaparīkṣāvṛtti,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/921,,
book_43.xml,Karuṇāpuṇḍarīka sūtram,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/43,,
book_933.xml,Śrīsarvabuddhasamāyogaḍākinījālasamvaranāmatantram,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/933,,
book_71.xml,Prajñāpāramitāhṛdayasūtram [vistaramātṛkā],,,,,,,,,,https://www.dsbcproject.org/canon-text/book/71,,
book_332.xml,Mahāyānasūtrālaṃkāraḥ (kārikāḥ),,,,,,,,,,https://www.dsbcproject.org/canon-text/book/332,,
book_258.xml,Bodhicaryāvatāraḥ,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/258,,
book_66.xml,Adhyardhaśatikā prajñāpāramitā,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/66,,
book_191.xml,Bhadracarīpraṇidhānastotram,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/191,,
book_269.xml,Śikṣāsamuccayaḥ,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/269,,
book_167.xml,Mahāpratisarāstotram,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/167,,
book_334.xml,Pañcaskandhaprakaraṇam,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/334,,
book_89.xml,Bodhisattva-prātimokṣa-sūtram,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/89,,
book_93.xml,Vinaya sūtram,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/93,,
book_913.xml,bhāvanāyogam,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/913,,
book_69.xml,Kauśikaprajñāpāramitāsūtram,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/69,,
book_110.xml,Advayaparamārthā nāmasaṅgītiḥ,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/110,,
book_153.xml,Lokātītastavaḥ,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/153,,
book_330.xml,Karmavibhaṅgopadeśaḥ,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/330,,
book_352.xml,Tattvajñānasaṃsiddhiḥ,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/352,,
book_741.xml,Antarvyāptisamarthanam,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/741,,
book_259.xml,Bodhicaryāvatāraḥ (pañjikā),,,,,,,,,,https://www.dsbcproject.org/canon-text/book/259,,
book_9.xml,Ārya amoghapāśahṛdaya nāma mahāyānasūtram,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/9,,
book_101.xml,Daśākuśalakarmapathadeśanā,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/101,,
book_340.xml,Viṃśatikākārikā,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/340,,
book_306.xml,Udayananirākaraṇam,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/306,,
book_41.xml,Guṇakāraṇḍavyūha sūtram,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/41,,
book_948.xml,Jambhalastotra,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/948,,
book_56.xml,Samādhirājasūtram,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/56,,
book_317.xml,Samyaksambuddhabhāṣitaṃ pratimālakṣaṇam,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/317,,
book_331.xml,Madhyāntavibhāga kārikāḥ,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/331,,
book_280.xml,Pāramitāsamāsaḥ,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/280,,
book_939.xml,Viśeṣastava,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/939,,
book_95.xml,Abhidharmadīpaṭīkā,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/95,,
book_227.xml,Yaśodharācaritam,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/227,,
book_94.xml,Abhidharmadīpaḥ,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/94,,
book_279.xml,Āryaprajñāpāramitāvajracchedikāṭīkā,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/279,,
book_68.xml,Aṣṭasāhasrikā prajñāpāramitā,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/68,,
book_338.xml,Trisvabhāvanirdeśaḥ,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/338,,
book_35.xml,Āryavimalakīrtinirdeśo nāma mahāyānasūtram,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/35,,
book_294.xml,Nyāyabindu prakaraṇakārikā,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/294,,
book_67.xml,Ārya advayaśatikā prajñāpāramitā sūtra,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/67,,
book_974.xml,Ḍākinīvajrapañjaraṭippaṇī,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/974,,
book_337.xml,Triṃśikāvijñaptikārikāḥ,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/337,,
book_957.xml,Vajrapradīpā,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/957,,
book_953.xml,Saroruhavajra’s Hevajrasādhanopāyikā,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/953,,
book_946.xml,Deśanāstava,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/946,,
book_268.xml,Śikṣāsamuccaya kārikā,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/268,,
book_887.xml,Madhyamakāvatārabhāṣya,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/887,,
book_17.xml,Mahāsannipātaratnaketudhāraṇī sūtraṃ,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/17,,
book_326.xml,Bhavasaṅkrāntiṭīkā,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/326,,
book_301.xml,Sāmānyadūṣaṇadikprasāritā,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/301,,
book_311.xml,Satyasiddhiśāstram,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/311,,
book_938.xml,Suprabhātastava,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/938,,
book_925.xml,Sahajadvibhujahevajrasādhanam,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/925,,
book_96.xml,Abhidharmakoṣakārikā,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/96,,
book_45.xml,Lalitavistaraḥ,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/45,,
book_242.xml,Madhyamakaśāstram,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/242,,
book_901.xml,dharmadhātudarśanagītiḥ,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/901,,
book_310.xml,Vajrasūcī,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/310,,
book_800.xml,Tattvajñānasaṁsiddhiṭīkā,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/800,,
book_62.xml,Vinayaviniścaya upāliparipṛcchā,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/62,,
book_281.xml,Sāratamākhyā pañjikā,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/281,,
book_76.xml,Vajracchedikā nāma triśatikā prajñāpāramitā,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/76,,
book_261.xml,Bodhisattvādikarmika-mārgāvatāra-deśanā,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/261,,
book_44.xml,Kāśyapaparivarta sūtram,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/44,,
book_64.xml,Āryacaturdharmanirdeśasūtram,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/64,,
book_335.xml,Ratnagotravibhāgo mahāyānottaratantraśāstram,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/335,,
book_234.xml,Śiṣyalekha,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/234,,
book_15.xml,Ekādaśamukham,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/15,,
book_78.xml,Āryamañjuśrīmūlakalpam,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/78,,
book_181.xml,Śākyasiṃhastotram (durgatipariśodhanoddhṛtam),,,,,,,,,,https://www.dsbcproject.org/canon-text/book/181,,
book_967.xml,Mahāprātihāryasūtra,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/967,,
book_32.xml,Āryasarvabuddhaviṣayāvatārajñānālokālaṃkāranāma mahāyānasūtram,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/32,,
book_225.xml,Siddhārthacaritakāvyam,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/225,,
book_910.xml,ālokamālā nāma idam,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/910,,
book_54.xml,Saddharmapuṇḍarīkasūtram,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/54,,
book_12.xml,Āryavajravidāraṇā nāma dhāraṇī,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/12,,
book_287.xml,Avayavinirākaraṇam,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/287,,
book_850.xml,Maitreyavyākaraṇa,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/850,,
book_751.xml,Smāhitā Bhūmiḥ,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/751,,
book_34.xml,Āryatriskandha sūtram,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/34,,
book_278.xml,Abhisamayālaṅkāravṛttiḥ sphuṭārthā,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/278,,
book_315.xml,Kriyāsaṃgrahakārikā,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/315,,
book_356.xml,Piṇḍīkramaḥ,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/356,,
book_950.xml,Śrīhevajrasādhanavajrapradīpanāmaṭippaṇīviśuddhiḥ,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/950,,
book_956.xml,Śrīhevajrabhaṭṭārakasya Cakraviṃśatikāstotra,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/956,,
book_247.xml,Prasannapadā (madhyamakavṛtti),,,,,,,,,,https://www.dsbcproject.org/canon-text/book/247,,
book_26.xml,Ārya ṃaitreya-vyākaraṇaṃ,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/26,,
book_20.xml,Sitātapatrā dhāraṇī,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/20,,
book_284.xml,Ālambanaparīkṣāvṛttiḥ,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/284,,
book_275.xml,Śatagāthā,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/275,,
book_98.xml,Abhidharmasamuccaya,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/98,,
book_358.xml,Tattvaratnāvalokaḥ,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/358,,
book_915.xml,Niṣpannakrama of the Vajrācāryanayottama,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/915,,
book_308.xml,Vādanyāyaḥ,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/308,,
book_249.xml,Pratītyasamutpādahṛdayavyākhyānam,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/249,,
book_260.xml,Bodhipathapradīpaḥ,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/260,,
book_254.xml,Vigrahavyāvartanī,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/254,,
book_251.xml,Satyadvayāvatāranāma,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/251,,
book_909.xml,buddhodayakāvyam,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/909,,
book_53.xml,Saddharmalaṅkāvatārasūtram,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/53,,
book_21.xml,Vasudhārādhāraṇī,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/21,,
book_339.xml,Viṃśatikā vijñaptimātratāsiddhiḥ,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/339,,
book_84.xml,Sarva tathāgata tattva saṅgrahaḥ,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/84,,
book_99.xml,Abhidharmasamuccaya bhāṣya,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/99,,
book_930.xml,Ādikarmāvatāraḥ,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/930,,
book_896.xml,Pratītyasamutpādastutisubhāṣitahṛdayam  Ācārya,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/896,,
book_893.xml,ālavakasūttam,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/893,,
book_55.xml,Śālistambasūtram,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/55,,
book_7.xml,Svayambhū purāṇa,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/7,,
book_243.xml,Madhyamakāvatāraḥ,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/243,,
book_333.xml,Mahāyānasutrālaṅkāraḥ,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/333,,
book_732.xml,Sarvaśabdabhāvacarcā,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/732,,
book_39.xml,Daśabhūmikasūtram,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/39,,
book_297.xml,Nyāyapraveśapravṛttiḥ,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/297,,
book_51.xml,Nairātmyaparipṛcchā nāma mahāyānasūtram,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/51,,
book_73.xml,Saptaśatikā prajñāpāramitā,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/73,,
book_237.xml,Catuḥ śatikā,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/237,,
book_885.xml,Mahāvastu Avadāna (Vol 2),,,,,,,,,,https://www.dsbcproject.org/canon-text/book/885,,
book_238.xml,Hastavālaprakaraṇa,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/238,,
book_255.xml,Yuktiṣaṣṭikārikā,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/255,,
book_919.xml,Sambandhaparīkṣā,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/919,,
book_65.xml,Pratītyasamutpādādivibhaṅganirdeśasūtram,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/65,,
book_321.xml,Āryaśālistambakamahāyānasūtraṭīkā,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/321,,
book_42.xml,Kāraṇḍavyūhaḥ,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/42,,
book_960.xml,Hevajraprakāśa,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/960,,
book_325.xml,Bhavasaṅkrāntiparikathā,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/325,,
book_235.xml,Suhṛllekhaḥ,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/235,,
book_735.xml,Śrīcakrasambarābhisamayavyākhyā,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/735,,
book_300.xml,Ratnakīrti nibandhāvalī,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/300,,
book_327.xml,Bodhicittotpādasūtraśāstra,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/327,,
book_91.xml,Mūlasarvāstivāda-vinayavastu,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/91,,
book_40.xml,Gaṇḍavyūha sūtram,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/40,,
book_256.xml,Āpattideśanāvidhiḥ,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/256,,
book_929.xml,Nairātmyāyā Bhagavatyā Āśīḥstutiḥ,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/929,,
book_28.xml,Āryapratītyasamutpādo nāma mahāyānasūtram,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/28,,
book_11.xml,Āryaśrīmahādevīvyākaraṇam,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/11,,
book_739.xml,Lupta bauddhavacana saṁgraha,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/739,,
book_37.xml,Bhavasaṅkrāntisūtram,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/37,,
book_285.xml,Antarvyāptisamarthanam,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/285,,
book_87.xml,Bhikṣukarmavākya,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/87,,
book_726.xml,Adhikaraṇavastu,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/726,,
book_264.xml,Cittotpādasaṃvaravidhikramaḥ,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/264,,
book_944.xml,Devātiśayastotra,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/944,,
book_241.xml,Madhyamakālokaḥ,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/241,,
book_336.xml,Śrāvakabhūmiḥ,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/336,,
book_289.xml,Hetubinduṭīkā,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/289,,
book_283.xml,Ālambanaparīkṣā,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/283,,
book_277.xml,Abhisamayālaṅkārāntaḥ pātināṃ padārthānāṃ,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/277,,
book_252.xml,Śūnyatāsaptatiḥ,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/252,,
book_314.xml,Citralakṣaṇam,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/314,,
book_328.xml,Bodhisattvabhūmiḥ,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/328,,
book_743.xml,Bhagavatstutiḥ,,,,,,,,,,https://www.dsbcproject.org/canon-text/book/743,,
