xml filename,htm filename,Sanskrit Filename,Tibetan Filename,d_ref,CBETA number,Remarks Chinese translation,Full title of the text,Additional information,Author,author_id,GRETIL/DSBC Link,Reconstructed,Edition on Archive,DSBC
,rams11pu.htm,GSP33rams11pu,,,,,"Śrībhāṣya: 1,1.3",,Rāmānuja,P0AT0235,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/vedanta/rams11pu.htm,,https://archive.org/search.php?query=%C5%9Ar%C4%ABbh%C4%81%E1%B9%A3ya,
,ramgbhpu.htm,GSP33ramgbhpu,,,,,Bhagavadgītābhāṣya,,Rāmānuja,P0AT0235,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/vedanta/ramgbhpu.htm,,,
,nysu__4u.htm,GSP33nysu__4u,,,,,"Nyāyasudhā: Adhyāya 4, Pāda 1",,Jayatīrtha,P0AT0234,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/vedanta/nysu__4u.htm,,https://archive.org/search.php?query=Ny%C4%81yasudh%C4%81,
,nysu__3u.htm,GSP33nysu__3u,,,,,Nyāyasudhā: Adhyāya 3,,Jayatīrtha,P0AT0234,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/vedanta/nysu__3u.htm,,https://archive.org/search.php?query=Ny%C4%81yasudh%C4%81,
,nysu__2u.htm,GSP33nysu__2u,,,,,Nyāyasudhā: Adhyāya 2,,Jayatīrtha,P0AT0234,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/vedanta/nysu__2u.htm,,https://archive.org/search.php?query=Ny%C4%81yasudh%C4%81,
sa_jayatIrtha-nyAyasudhA.xml,nysu__1u.htm,GSP33nysu__1u,,,,,Nyāyasudhā: Adhyāya 1,Pāda 1 incomplete,Jayatīrtha,P0AT0234,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/vedanta/nysu__1u.htm,,https://archive.org/search.php?query=Ny%C4%81yasudh%C4%81,
sa_narahari-bodhasAra.xml,nabodhsu.htm,GSP33nabodhsu,,,,,Bodhasāra,,Narahari,P0AT0233,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/vedanta/nabodhsu.htm,,https://archive.org/search.php?query=Bodhas%C4%81ra,
,mndvivpu.htm,GSP33mndvivpu,,,,,Vibhramaviveka,,Maṇḍana Miśra [Maṇḍanamiśra],P0AT0232,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/vedanta/mndvivpu.htm,,https://archive.org/search.php?query=Vibhramaviveka,
sa_mandanamizra-brahmasiddhi.xml,mbrahsiu.htm,GSP33mbrahsiu,,,,,Brahmasiddhi,,Maṇḍana Miśra [Maṇḍanamiśra],P0AT0232,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/vedanta/mbrahsiu.htm,,https://archive.org/search.php?query=Brahmasiddhi,
sa_madhusUdanasarasvatI-siddhAntabindu.xml,madhsiddhb_u.htm,GSP33madhsiddhb_u,,,,,Siddhāntabindu,,Madhusūdanasarasvatī,P0AT0231,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/vedanta/madhsiddhb_u.htm,,https://archive.org/search.php?query=Siddh%C4%81ntabindu,
sa_mAdhva-anuvyAkhyAna.xml,madhanuu.htm,GSP33madhanuu,,,,,Anuvyākhyāna,,Madhva Ānandatīrtha,P0AT0136,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/vedanta/madhanuu.htm,,,
sa_mAdhva-mahAbhAratatAtparyanirNaya.xml,m_mbhtnu.htm,GSP33m_mbhtnu,,,,,Mahābhāratatātparyanirṇaya,,Madhva Ānandatīrtha,P0AT0136,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/vedanta/m_mbhtnu.htm,,,
,gaukarpu.htm,GSP33gaukarpu,,,,,"Āgamaśāstra [Gauḍapādakārikā, Gauḍapādīyakārikā]",,Gauḍapāda,P0AT0116,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/vedanta/gaukarpu.htm,,https://archive.org/search.php?query=%C4%80gama%C5%9B%C4%81stra; https://archive.org/details/GaudapadaKarika/mode/2up,
,brsvbh4u.htm,GSP33brsvbh4u,,,,,Brahmasūtra: Adhyāya 4,,Bādarāyaṇa,P0AT0228,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/vedanta/brsvbh4u.htm,,https://archive.org/search.php?query=Brahmas%C5%ABtra,
,brsvbh3u.htm,GSP33brsvbh3u,,,,,Brahmasūtra: Adhyāya 3,,Bādarāyaṇa,P0AT0228,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/vedanta/brsvbh3u.htm,,https://archive.org/search.php?query=Brahmas%C5%ABtra,
,brsvbh2u.htm,GSP33brsvbh2u,,,,,Brahmasūtra: Adhyāya 2,,Bādarāyaṇa,P0AT0228,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/vedanta/brsvbh2u.htm,,https://archive.org/search.php?query=Brahmas%C5%ABtra,
sa_bAdarAyaNa-brahmasUtra-subcomm2.xml,brsvbh1u.htm,GSP33brsvbh1u,,,,,Brahmasūtra: Adhyāya 1,,Bādarāyaṇa,P0AT0228,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/vedanta/brsvbh1u.htm,,https://archive.org/search.php?query=Brahmas%C5%ABtra,
,brssgo4u.htm,GSP33brssgo4u,,,,,Brahmasūtra: Adhyāya 4,,Bādarāyaṇa,P0AT0228,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/vedanta/brssgo4u.htm,,https://archive.org/search.php?query=Brahmas%C5%ABtra,
,brssgo3u.htm,GSP33brssgo3u,,,,,Brahmasūtra: Adhyāya 3,,Bādarāyaṇa,P0AT0228,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/vedanta/brssgo3u.htm,,https://archive.org/search.php?query=Brahmas%C5%ABtra,
,brssgo2u.htm,GSP33brssgo2u,,,,,Brahmasūtra: Adhyāya 2,,Bādarāyaṇa,P0AT0228,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/vedanta/brssgo2u.htm,,https://archive.org/search.php?query=Brahmas%C5%ABtra,
sa_bAdarAyaNa-brahmasUtra-comm-subcomm2.xml,brssgo1u.htm,GSP33brssgo1u,,,,,Brahmasūtra: Adhyāya 1,,Bādarāyaṇa,P0AT0228,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/vedanta/brssgo1u.htm,,https://archive.org/search.php?query=Brahmas%C5%ABtra,
,brssbh4u.htm,GSP33brssbh4u,,,,,Brahmasūtra: Adhyāya 4,,Bādarāyaṇa,P0AT0228,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/vedanta/brssbh4u.htm,,https://archive.org/search.php?query=Brahmas%C5%ABtra,
,brssbh3u.htm,GSP33brssbh3u,,,,,Brahmasūtra: Adhyāya 3,,Bādarāyaṇa,P0AT0228,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/vedanta/brssbh3u.htm,,https://archive.org/search.php?query=Brahmas%C5%ABtra,
,brssbh2u.htm,GSP33brssbh2u,,,,,Brahmasūtra: Adhyāya 2,,Bādarāyaṇa,P0AT0228,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/vedanta/brssbh2u.htm,,https://archive.org/search.php?query=Brahmas%C5%ABtra,
sa_bAdarAyaNa-brahmasUtra-comm.xml,brssbh1u.htm,GSP33brssbh1u,,,,,Brahmasūtra: Adhyāya 1,,Bādarāyaṇa,P0AT0228,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/vedanta/brssbh1u.htm,,https://archive.org/search.php?query=Brahmas%C5%ABtra,
,brsgor4u.htm,GSP33brsgor4u,,,,,Brahmasūtra: Adhyāya 4,,Bādarāyaṇa,P0AT0228,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/vedanta/brsgor4u.htm,,https://archive.org/search.php?query=Brahmas%C5%ABtra,
,brsgor3u.htm,GSP33brsgor3u,,,,,Brahmasūtra: Adhyāya 3,,Bādarāyaṇa,P0AT0228,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/vedanta/brsgor3u.htm,,https://archive.org/search.php?query=Brahmas%C5%ABtra,
,brsgor2u.htm,GSP33brsgor2u,,,,,Brahmasūtra: Adhyāya 2,,Bādarāyaṇa,P0AT0228,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/vedanta/brsgor2u.htm,,https://archive.org/search.php?query=Brahmas%C5%ABtra,
sa_bAdarAyaNa-brahmasUtra-subcomm.xml,brsgor1u.htm,GSP33brsgor1u,,,,,Brahmasūtra: Adhyāya 1,,Bādarāyaṇa,P0AT0228,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/vedanta/brsgor1u.htm,,https://archive.org/search.php?query=Brahmas%C5%ABtra,
sa_bAdarAyaNa-brahmasUtra.xml,brahmsuu.htm,GSP33brahmsuu,,,,,Brahmasūtra,,Bādarāyaṇa,P0AT0228,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/vedanta/brahmsuu.htm,,https://archive.org/search.php?query=Brahmas%C5%ABtra,
sa_bAdarAyaNa-brahmasUtra-alt.xml,brahms2u.htm,GSP33brahms2u,,,,,Brahmasūtra,Alternative version,Bādarāyaṇa,P0AT0228,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/vedanta/brahms2u.htm,,https://archive.org/search.php?query=Brahmas%C5%ABtra,
sa_bhagavadgItA-comm.xml,bhgsbh_u.htm,GSP33bhgsbh_u,,,,,Bhagavadgītābhāṣya,,Śaṃkara,?,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/vedanta/bhgsbh_u.htm,,,
sa_bhAskara-bhagavadAzayAnusaraNabhAsya.xml,bhbhg_cu.htm,GSP33bhbhg_cu,,,,,Bhagavadāśayānusaraṇabhāsya,"On the Bhagavadgītā, Adhyāyas 1-9",Bhāskara,P0AT0229,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/vedanta/bhbhg_cu.htm,,,
,bbdip13u.htm,GSP33bbdip13u,,,,,"Brahmasūtra: Adhyāya 1, Pāda 3",,Bādarāyaṇa,P0AT0228,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/vedanta/bbdip13u.htm,,https://archive.org/search.php?query=Brahmas%C5%ABtra,
,bbdip12u.htm,GSP33bbdip12u,,,,,"Brahmasūtra: Adhyāya 1, Pāda 2",,Bādarāyaṇa,P0AT0228,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/vedanta/bbdip12u.htm,,https://archive.org/search.php?query=Brahmas%C5%ABtra,
"sa_bAdarAyaNa-brahmasUtra1,1-1,3-comm-subcomm.xml",bbdip11u.htm,GSP33bbdip11u,,,,,"Brahmasūtra: Adhyāya 1, Pāda 1",,Bādarāyaṇa,P0AT0228,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/vedanta/bbdip11u.htm,,https://archive.org/search.php?query=Brahmas%C5%ABtra,
sa_vAdivAgIzvara-mAnamanohara.xml,vvmanmhu.htm,GSP32vvmanmhu,,,,,Mānamanohara,,Vādivāgīśvara,P0AT0227,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/vaisesik/vvmanmhu.htm,,,
sa_kaNAda-vaizeSikasUtra.xml,vaissu1u.htm,GSP32vaissu1u,,,,,Vaiśeṣikasūtra,,Kaṇāda,P0AT0226,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/vaisesik/vaissu1u.htm,,https://archive.org/search.php?query=Vai%C5%9Be%E1%B9%A3ikas%C5%ABtra,
sa_kaNAda-vaizeSikasUtra-alt.xml,vaisessu.htm,GSP32vaisessu,,,,,Vaiśeṣikasūtra,,Kaṇāda,P0AT0226,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/vaisesik/vaisessu.htm,,https://archive.org/search.php?query=Vai%C5%9Be%E1%B9%A3ikas%C5%ABtra,
sa_prazastapAda-pAdArthadharmasaMgraha.xml,paddhs_u.htm,GSP32paddhs_u,,,,,Padārthadharmasaṃgraha,Commentary on Kaṇāda's Vaiśeṣikasūtra,Praśastapāda,P0AT0225,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/vaisesik/paddhs_u.htm,,https://archive.org/details/PadarthadharmasangrahahVyomavatiSuktihSetuh/mode/2up,
sa_yuktidIpikA.xml,yuktdipu.htm,GSP31yuktdipu,,,,,Yuktidīpikā,A commentary on Īśvarakṛṣṇa's Sāṃkhyakārikā,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/samkhya/yuktdipu.htm,,,
sa_vijJAnabhikSu-sAMkhyasAra.xml,vijsamsu.htm,GSP31vijsamsu,,,,,Sāṅkhyasāra,,Vijñānabhikṣu,P0AT0224,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/samkhya/vijsamsu.htm,,,
sa_tattvasamAsa-4versions.xml,tttvsamu.htm,GSP31tttvsamu,,,,,Tattvasamāsa,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/samkhya/tttvsamu.htm,,,
sa_sarvopakAriNI.xml,ttssarvu.htm,GSP31ttssarvu,,,,,Sarvopakāriṇī,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/samkhya/ttssarvu.htm,,https://archive.org/search.php?query=Sarvopak%C4%81ri%E1%B9%87%C4%AB,
sa_sAMkhyasUtravivaraNa.xml,tsc_vivu.htm,GSP31tsc_vivu,,,,,Sāṃkhyasūtravivaraṇa,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/samkhya/tsc_vivu.htm,,,
sa_SimAnanda-sAMkhyatattvavivecana.xml,tsc_simu.htm,GSP31tsc_simu,,,,,Sāṃkhyatattvavivecana,,Ṣimānandadīkṣita [Kṣemānanda/Kṣemendra (?)],P0AT0223,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/samkhya/tsc_simu.htm,,,
sa_bhAvAgaNeza-tattvayAthArthyadIpana.xml,tsc_bhau.htm,GSP31tsc_bhau,,,,,Tattvayāthārthyadīpana,,Bhāvāgaṇeśa [Ganesadiksita],P0AT0222,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/samkhya/tsc_bhau.htm,,,
sa_tattvamImAMsA.xml,tattvmiu.htm,GSP31tattvmiu,,,,,Tattvamīmāṃsā,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/samkhya/tattvmiu.htm,,,
sa_tattvasamAsasUtravRtti.xml,tatsuvru.htm,GSP31tatsuvru,,,,,Tattvasamāsasūtravṛtti [Kramadīpikā],,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/samkhya/tatsuvru.htm,,https://archive.org/search.php?query=Kramad%C4%ABpik%C4%81,
sa_sAMkhyaparibhASA.xml,sparibhu.htm,GSP31sparibhu,,,,,Sāṃkhyaparibhāṣā,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/samkhya/sparibhu.htm,,,
sa_kapila-sAMkhyasUtra.xml,samkhsuu.htm,GSP31samkhsuu,,,,,Sāṃkhyasūtra,,Kapila,P0AT0221,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/samkhya/samkhsuu.htm,,,
sa_kezava-sAMkhyatattvapradIpikA.xml,kestprau.htm,GSP31kestprau,,,,,Sāṃkhyatattvapradīpikā [Sāṃkhyārthatattvapradīpikā],,Keśava,P0AT0117,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/samkhya/kestprau.htm,,,
sa_kavirAjayati-sAMkhyatattvapradIpa.xml,kavsttvu.htm,GSP31kavsttvu,,,,,Sāṃkhyatattvapradīpa,,Kavirājayati [Kavirājagiri],P0AT0220,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/samkhya/kavsttvu.htm,,,
sa_IzvarakRSNa-sAMkhyakArikA-comm3.xml,jaymangu.htm,GSP31jaymangu,,,,,Sāṃkhyakārikā [Sāṃkhyasaptati],With Śaṃkara arya's Jayamaṅgalā nāma Sāṃkhyasaptatiṭīkā (commentary),Īśvarakṛṣṇa,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/samkhya/jaymangu.htm,,https://archive.org/search.php?query=S%C4%81%E1%B9%83khyak%C4%81rik%C4%81,
sa_IzvarakRSNa-sAMkhyakArikA.xml,isvskaru.htm,GSP31isvskaru,,,,,Sāṃkhyakārikā [Sāṃkhyasaptati],,Īśvarakṛṣṇa,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/samkhya/isvskaru.htm,,https://archive.org/search.php?query=S%C4%81%E1%B9%83khyak%C4%81rik%C4%81,
sa_IzvarakRSNa-sAMkhyakArikA-comm2.xml,iskgaudu.htm,GSP31iskgaudu,,,,,Sāṃkhyakārikā [Sāṃkhyasaptati],With Gauḍapāda's Bhāṣya (commentary),Īśvarakṛṣṇa,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/samkhya/iskgaudu.htm,,https://archive.org/search.php?query=S%C4%81%E1%B9%83khyak%C4%81rik%C4%81,
sa_IzvarakRSNa-sAMkhyakArikA-alt.xml,iskar_u.htm,GSP31iskar_u,,,,,Sāṃkhyakārikā [Sāṃkhyasaptati],With Māṭhara's commentary Māṭharavṛtti,Īśvarakṛṣṇa,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/samkhya/iskar_u.htm,,https://archive.org/search.php?query=S%C4%81%E1%B9%83khyak%C4%81rik%C4%81,
sa_IzvarakRSNa-sAMkhyakArikA-comm.xml,iskamatu.htm,GSP31iskamatu,,,,,Sāṃkhyakārikā [Sāṃkhyasaptati],With Māṭhara's commentary Māṭharavṛtti,Īśvarakṛṣṇa,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/samkhya/iskamatu.htm,,https://archive.org/search.php?query=S%C4%81%E1%B9%83khyak%C4%81rik%C4%81,
sa_bhAsarvajJa-gaNakArikA-1-comm.xml,bhgank_u.htm,GSP31bhgank_u,,,,,Gaṇakārikā 1,,Bhāsarvajña,P0AT0218,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/saiva/bhgank_u.htm,,https://archive.org/details/kTRY_ganakarika-of-acarya-bhasarvajna-photocopy-chimanla-d.-dalal/mode/2up,
sa_vijJAnabhairava.xml,vijnbhau.htm,GSP30vijnbhau,,,,,Vijñānabhairava,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/saiva/vijnbhau.htm,,https://archive.org/details/in.ernet.dli.2015.242331,
,vatnsupu.htm,GSP30vatnsupu,,,,,Vātūlanāthasūtra,With the Vṛtti (Commentary) of Anantaśaktipāda,Vātūlanātha,P0AT0217,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/saiva/vatnsupu.htm,,,
sa_vasugupta-spandakArikA-comm.xml,vasspacu.htm,GSP30vasspacu,,,,,Spandakārikā,,Vasugupta [or Kallaṭa Bhaṭṭa?],P0AT0213,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/saiva/vasspacu.htm,,https://archive.org/details/wg089/mode/2up,
sa_vAmanadatta-svabodhodayamaJjarI.xml,vamsbum_u.htm,GSP30vamsbum_u,,,,,Svabodhodayamañjārī,,Vāmanadatta,P0AT0215,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/saiva/vamsbum_u.htm,,,
sa_vAmadeva-janmamaraNavicAra.xml,vamjanmu.htm,GSP30vamjanmu,,,,,Janmamaraṇavicāra,,Vāmadeva,P0AT0214,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/saiva/vamjanmu.htm,,,
,utipk_pu.htm,GSP30utipk_pu,,,,,Īśvarapratyabhijñākārikā,With Vṛtti,Utpaladeva,P0AT0126,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/saiva/utipk_pu.htm,,,
sa_timirodghATana.xml,timudghu.htm,GSP30timudghu,,,,,Timirodghāṭana,Plus short Nirvāṇakārikā at the end,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/saiva/timudghu.htm,,,
sa_abhinavagupta-tantrAloka.xml,tantralu.htm,GSP30tantralu,,,,,Tantrāloka,,Abhinavagupta,P0AT0157,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/saiva/tantralu.htm,,https://archive.org/search.php?query=Tantr%C4%81loka,
sa_vasugupta-spandakArikA.xml,spandkau.htm,GSP30spandkau,,,,,Spandakārikā,,Vasugupta,P0AT0213,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/saiva/spandkau.htm,,,
,sa_ksemaraja-bhairavanukaranastotra.htm,GSP30sa_kSemarAja-bhairavAnukaraNastotra,,,,,Bhairavānukaraṇastotra,,Kṣemarāja,P0AT0212,http://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_kSemarAja-bhairavAnukaraNastotra.htm,,,
,sa_avadhutasiddha-bhagavadbhaktistotra.htm,GSP30sa_avadhUtasiddha-bhagavadbhaktistotra,,,,,Bhagavadbhaktistotra,,Avadhūtasiddha,P0AT0265,http://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_avadhUtasiddha-bhagavadbhaktistotra.htm,,,
sa_kSemarAja-pratyabhijJAhRdaya.xml,pratyabu.htm,GSP30pratyabu,,,,,Pratyabhijñāhṛdaya,,Kṣemarāja,P0AT0212,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/saiva/pratyabu.htm,,,
sa_abhinavagupta-paryantapaJcAzikA.xml,parypanu.htm,GSP30parypanu,,,,,Paryantapañcāśikā,,Abhinavagupta,P0AT0157,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/saiva/parypanu.htm,,,
,partrvpu.htm,GSP30partrvpu,,,,,Parātriṃśikāvivaraṇa,,Abhinavagupta,P0AT0157,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/saiva/partrvpu.htm,,,
,partr_pu.htm,GSP30partr_pu,,,,,Parātriṃśikā,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/saiva/partr_pu.htm,,,
sa_abhinavagupta-paramArthasAra.xml,parmartu.htm,GSP30parmartu,,,,,Paramārthasāra,,Abhinavagupta,P0AT0157,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/saiva/parmartu.htm,,https://archive.org/search.php?query=Paramarthasara,
sa_kSemarAja-bodhavilAsa.xml,ksembodhv_u.htm,GSP30ksembodhv_u,,,,,Bodhavilāsa,,Kṣemarāja,P0AT0212,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/saiva/ksembodhv_u.htm,,,
sa_abhinavagupta-kramastotra.xml,kramstou.htm,GSP30kramstou,,,,,Kramastotra,,Abhinavagupta,P0AT0157,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/saiva/kramstou.htm,,,
sa_abhinavagupta-bodhapaJcadazikA.xml,bodhpanu.htm,GSP30bodhpanu,,,,,Bodhapañcadaśikā,,Abhinavagupta,P0AT0157,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/saiva/bodhpanu.htm,,,
sa_bhUtirAja-svabodhasiddhi.xml,bhutisbs_u.htm,GSP30bhutisbs_u,,,,,Svabodhasiddhi,,Bhūti(rāja),P0AT0211,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/saiva/bhutisbs_u.htm,,,
sa_abhinavagupta-bhairavastava.xml,bhairstu.htm,GSP30bhairstu,,,,,Bhairavastava,,Abhinavagupta,P0AT0157,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/saiva/bhairstu.htm,,,
sa_abhinavagupta-paramArthasAra-comm.xml,aparmyou.htm,GSP30aparmyou,,,,,Paramārthasāra,,Abhinavagupta,P0AT0157,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/saiva/aparmyou.htm,,https://archive.org/search.php?query=Paramarthasara,
sa_abhinavagupta-anuttarASTikA.xml,anuttaru.htm,GSP30anuttaru,,,,,Anuttarāṣṭikā,,Abhinavagupta,P0AT0157,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/saiva/anuttaru.htm,,,
,adyapppu.htm,GSP30adyapppu,,,,,Anuttaraprakāśapañcāśikhā,,Ādyanātha,P0AT0210,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/saiva/adyapppu.htm,,,
sa_abhinavagupta-tantrasAra.xml,abhtantu.htm,GSP30abhtantu,,,,,Tantrasāra,,Abhinavagupta,P0AT0157,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/saiva/abhtantu.htm,,https://archive.org/search.php?query=Tantras%C4%81ra,
,abhmal2u.htm,GSP30abhmal2u,,,,,Mālinīślokavārttika: Kāṇḍa 2,,Abhinavagupta,P0AT0157,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/saiva/abhmal2u.htm,,,
sa_abhinavagupta-mAlinIzlokavArttika.xml,abhmal1u.htm,GSP30abhmal1u,,,,,Mālinīślokavārttika: Kāṇḍa 1,,Abhinavagupta,P0AT0157,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/saiva/abhmal1u.htm,,,
sa_abhinavagupta-IzvarapratyabhijJAvimarzinI.xml,abhiprvu.htm,GSP30abhiprvu,,,,,Īśvarapratyabhijñāvimarśinī,,Abhinavagupta,P0AT0157,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/saiva/abhiprvu.htm,,,
,vytrkt3u.htm,GSP29vytrkt3u,,,,,Tarkatāṇḍava: Pariccheda 3,,Vyāsatīrtha,P0AT0209,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/nyaya/vytrkt3u.htm,,,
,vytrkt2u.htm,GSP29vytrkt2u,,,,,Tarkatāṇḍava: Pariccheda 2,,Vyāsatīrtha,P0AT0209,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/nyaya/vytrkt2u.htm,,,
sa_vyAsatIrtha-tarkatANDava-comm.xml,vytrkt1u.htm,GSP29vytrkt1u,,,,,Tarkatāṇḍava: Pariccheda 1,,Vyāsatīrtha,P0AT0209,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/nyaya/vytrkt1u.htm,,,
