xml filename,htm filename,Sanskrit Filename,Tibetan Filename,d_ref,CBETA number,Remarks Chinese translation,Full title of the text,Additional information,Author,author_id,GRETIL/DSBC Link,Reconstructed,Edition on Archive,DSBC
sa_nityakarmapUjAvidhi.xml,nitkarpu.htm,T02nitkarpu,,,,Not found.,Nityakarmapūjāvidhi,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/nitkarpu.htm,,,y
sa_nAropa-sekoddeza.xml,narsekou.htm,T02narsekou,,,,Not found.,Sekoddeśa [Sekoddeśaṭikā],,Nāropa,P3085,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/narsekou.htm,,https://archive.org/details/OPRw_sekoddesa-tika-of-nadapada-on-sekoddesha-section-of-kala-chakra-tantra-by-mario-,y
sa_nAgArjuna-piNDIkrama.xml,nagpindu.htm,T02nagpindu,,,,Not found.,Piṇḍīkrama,Transmitted as the first krama of Nāgārjuna's Pañcakrama,Nāgārjuna,P4954,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/nagpindu.htm,,,y
sa_nAgArjuna-paJcakrama.xml,nagpancu.htm,T02nagpancu,T02D1802,D1802,,Not found.,Pañcakrama,,Nāgārjuna,P4954,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/nagpancu.htm,,,y
sa_nAgArjuna-bodhicittavivaraNa-fragments.xml,nagbhc_u.htm,T02nagbhc_u,,,,Not found.,Bodhicittavivaraṇa,Fragments,Nāgārjuna,P4954,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/nagbhc_u.htm,,,
sa_mahAzItavatI-vidyArAjJI.xml,msitvatu.htm,T02msitvatu,,,,Not found.,Mahāśītavatī vidyārājñī,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/msitvatu.htm,,,
sa_mRtyuvaJcanopadezatArAsAdhana.xml,mrtvutsu.htm,T02mrtvutsu,T02D3504,D3504,,Not found.,Mṛtyuvañcanopadeśatārāsādhana,,Vāgīśvarakīrti,P8946,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/mrtvutsu.htm,,,
sa_mRtyuvaJcanatArAsAdhana.xml,mrtvts_u.htm,T02mrtvts_u,T02D3495,D3495,,Not found.,Mṛtyuvañcanatārāsādhana,,Vāgīśvarakīrti,P8946,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/mrtvts_u.htm,,,
sa_mRtyuvaJcanasitatArAsAdhana.xml,mrtvstsu.htm,T02mrtvstsu,,,,Not found.,Mṛtyuvañcanasitatārāsādhana,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/mrtvstsu.htm,,,
sa_mahApratisarAvidyAvidhi.xml,mpvv_u.htm,T02mpvv_u,T02D3125,D3125,T1153. T1154,T1153 looks clearly like a translation. T1154 we have to check.,Mahāpratisarāvidyāvidhi,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/mpvv_u.htm,,,
sa_khasarpaNasAdhana.xml,khasrpsu.htm,T02khasrpsu,,,,Not found.,Khasarpaṇasādhana,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/khasrpsu.htm,,,
sa_dIpaMkarabhadra-guhyasamAjamaNDalavidhi.xml,dipguhsu.htm,T02dipguhsu,,,,Not found.,Guhyasamājamaṇḍalavidhi,,Dīpaṃkarabhadra,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/dipguhsu.htm,,,
sa_Aryadeva-caryAmelAvaNapradIpa.xml,bsa048_u.htm,T02bsa048_u,,,,Not found.,Caryāmelāvaṇapradīpa,,Āryadeva,??,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa048_u.htm,,,y
sa_azvaghoSa-gurupaJcAzikA.xml,bsa045_u.htm,T02bsa045_u,T02D3721,D3721,T32n1687,,Gurupañcāśikā,,Aśvaghoṣa,P7612,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa045_u.htm,,,y
sa_dIpaMkarazrIjJAna-samAdhisaMbhAraparivarta.xml,bsa043_u.htm,T02bsa043_u,T02D2460,D2460,,Not found.,Samādhisaṃbhāraparivarta,,Atiśa Dīpaṃkaraśrījñāna,P3379,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa043_u.htm,,,y
sa_Aryadeva-cittavizuddhiprakaraNa.xml,bsa006_u.htm,T02bsa006_u,,,,Not found.,Cittaviśuddhiprakaraṇa,,Āryadeva,??,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa006_u.htm,,https://archive.org/details/in.ernet.dli.2015.487141/mode/2up,y
sa_dIpaMkara-caryAsaMgrahapradIpa.xml,bsa005_u.htm,T02bsa005_u,,,,Not found.,Caryāsaṅgrahapradīpa,,Dīpaṃkara,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa005_u.htm,,,y
sa_abhayAkaragupta-niSpaNNayogAvali.xml,abhnispu.htm,T02abhnispu,,,,Not found.,Niṣpannayogāvali,,Abhayākaragupta,P4004,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/abhnispu.htm,,https://archive.org/search.php?query=Ni%E1%B9%A3pannayog%C4%81vali,
sa_tArAsragdharAstotra.xml,tarasdhu.htm,T01tarasdhu,,,,Not found.,Tārāsragdharāstotra,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/tarasdhu.htm,,,
,rahppspu.htm,T01rahppspu,,,,Not found.,Prajñāpāramitāstotra,,Rāhulabhadra,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/rahppspu.htm,,,
sa_nAgArjuna-lokAtItastava.xml,naglok_u.htm,T01naglok_u,,,,Not found.,Lokātītastava,,Nāgārjuna,P4954,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/naglok_u.htm,,,
sa_nAgArjuna-acintyastava.xml,nagast_u.htm,T01nagast_u,,,,Not found.,Acintyastava,,Nāgārjuna,P4954,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/nagast_u.htm,,,
sa_buddhist-stotras.xml,busto1_u.htm,T01busto1_u,,,,Not found.,Anaparāddhastotra,,Mātṛceṭa,P4CZ10509,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/busto1_u.htm,,,
sa_vizvantarAvadAna.xml,visvantu.htm,K14visvantu,,,,Not found.,Viśvantarāvadāna,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/visvantu.htm,,,
sa_svayaMbhupurANa.xml,svabhupu.htm,K14svabhupu,,,,Not found.,Svayambhu Purāṇa,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/svabhupu.htm,,,y
sa_sumAgadhAvadAna.xml,sumagavu.htm,K14sumagavu,,,"T02n0128a, T02n0128b, T02n0129, T02n0130",,Sumāgadhāvadāna,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/sumagavu.htm,,,
sa_ratnamAlAvadAna.xml,ratnml_u.htm,K14ratnml_u,,,,Not found.,Ratnamālāvadāna,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/ratnml_u.htm,,,
sa_pAMzupradAna-avadAna.xml,pamsuavu.htm,K14pamsuavu,,,,Not found.,Pāṃśupradāna-avadāna,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/pamsuavu.htm,,,
sa_mahAsudarzanAvadAna.xml,msudarsu.htm,K14msudarsu,,,,Not found.,Mahāsudarśanāvadāna,incl. Mahāsudarśanasūtra,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/msudarsu.htm,,,
sa_mahAparinirvANasUtra.xml,mpsu_w_u.htm,K14mpsu_w_u,,,"T01n0005, T01n0006, T01n0007","Michael: Mahāparinirvāṇasūtra: You indiscriminately list both Mainstream versions (T5, T6, T7) and Mahāyāna texts (T374, T375, T376); you also list various weird things (T377, T390). Mainstream and Mahāyāna versions are fundamentally different texts, if you tell your machine that they are ""parallels"" to Waldschmidt's Skt or DN 16, it will break (or it should). For an example of weirdness, see e.g.: https://dazangthings.nz/cbc/text/1332/",Mahāparinirvāṇasūtra,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/mpsu_w_u.htm,,https://archive.org/details/DasMahaparinirvanasutra/Das%20Mahaparinirvanasutra%2C%20Teil%20III_%20Textbe%20-%20Ernst%20Waldschmidt,
sa_mahAvastu-avAdana.xml,mhvastuu.htm,K14mhvastuu,,,,"Not found. That is, I found the only reference I came across to the Ekottarikāgama (C. 增壹阿含經, T02n0125) not convincing.",Mahāvastu-avadāna,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/mhvastuu.htm,,https://archive.org/search.php?query=Mah%C4%81vastu-avad%C4%81na,
sa_mahAvadAnasUtra.xml,mavadsuu.htm,K14mavadsuu,,,T01n0002,I couldn't find the 大本經 in the Taishō.,Mahāvadānasūtra,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/mavadsuu.htm,,,
sa_patna-dharmapada.xml,dhppat_u.htm,K14dhppat_u,,,"T04n0210, T04n0211, T04n0212, T04n0213","I'm uncertain which of these four recension excatly corresponds to the Patna Dharmapada. Michael: There are all kinds of weirdness afoot in the Chinese equivalents you list, T210, T211, T212, T213. For some indications of potential trouble, see: https://dazangthings.nz/cbc/text/2130/ https://dazangthings.nz/cbc/text/2118/",Patna Dharmapada,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/dhppat_u.htm,,https://archive.org/details/patnadharmapadamargaretconeocr_188_u/mode/2up,
sa_ekAdazamukha.xml,bsu015_u.htm,K14bsu015_u,,,,Not found.,Ekādaśamukha,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/bsu015_u.htm,,https://archive.org/search.php?query=Ek%C4%81da%C5%9Bamukha,y
sa_amoghapAzahRdayasUtra-alt.xml,bsu002_u.htm,K14bsu002_u,,,"T19n1002, T20n1092, T20n1093, T20n1094, T20n1095, T20n1097, T20n1099",,Āmoghapāśanāmahṛdaya sūtra [Ārya amoghapāśahṛdaya nāma mahāyānasūtra],,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/bsu002_u.htm,,,y
sa_dharmasamuccaya.xml,bsa052_u.htm,K14bsa052_u,,,T17n0728,,Dharmasamuccaya [Saddharmasmṛtyupasthānakārikā],,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa052_u.htm,,,y
sa_amoghapAzahRdayasUtra.xml,amoghapu.htm,K14amoghapu,,,"T19n1002, T20n1092, T20n1093, T20n1094, T20n1095, T20n1097, T20n1099",,Āmoghapāśanāmahṛdayasūtra [Āryāmoghapāśanāmahṛdayasūtra],,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/amoghapu.htm,,,
sa_ajitasenavyAkaraNa.xml,ajitsvyu.htm,K14ajitsvyu,,,,Not found,Ajitasenavyākaraṇa,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/ajitsvyu.htm,,,
sa_ahoratravratakathA-prose.xml,ahovk2_u.htm,K14ahovk2_u,,,,Not found,Ahorātravratakathā 2,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/ahovk2_u.htm,,,
sa_ahoratravratakathA.xml,ahovk1_u.htm,K14ahovk1_u,,,,Not found,Ahorātravratakathā 1,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/ahovk1_u.htm,,,
sa_hayagrIvavidyA.xml,bsu017_u.htm,K12Xbsu017_u,,,"T20n1072A, T20n1072B",,Hayagrīvavidyā,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/bsu017_u.htm,,,y
sa_vajravidAraNAdhAraNI.xml,vjviddhu.htm,K12vjviddhu,K12D0750=D0949_H0693,"D0750, D0949","T21n1416, T21n1417",,Vajravidāraṇā-dhāraṇī,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/vjviddhu.htm,,,y
sa_vajravidAraNIdhAraNI.xml,vajvidhu.htm,K12vajvidhu,,,"T21n1416, T21n1417",,Vajravidāraṇī-dhāraṇī,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/vajvidhu.htm,,,
sa_tArAbhaTTArikAnAmASTottarazatakastotra.xml,tarb108u.htm,K12tarb108u,K12D0727=D0745=D1000_H0677,"D0727, D0745, D1000",,Not found.,Tārābhaṭṭārikānāmāṣṭottaraśatakastotra,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/tarb108u.htm,,,
sa_sarvadurgatiparizodhanatantra.xml,sdurst_u.htm,K12sdurst_u,K12D0485_H0458,D0485,"T19n0967, T19n0968, T19n0969, T19n0970, T19n0971, T19n0974A, T19n0978",,Sarvadurgatipariśodhana Tantra,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/sdurst_u.htm,,,
sa_sarvatathAgatatattvasaMgraha.xml,sarvttsu.htm,K12sarvttsu,K12D0479_H0447,D0479,"T18n0865, T18n0866, T18n0882",,Sarvatathāgatatattvasaṅgraha [Sarvatathāgatatattvasaṃgraha],,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/sarvttsu.htm,,,
sa_prajJApAramitAhRdayasUtra.xml,prajnhsu.htm,K12prajnhsu,K12D0531=D0021_H0499=H0026,"D0531, D0021","T05n0220, T08n0223, T08n0249, T08n0250, T08n0251, T08n0252, T08n0253, T08n0254, T08n0255, T08n0256, T08n0257",,Prajñāpāramitā-hṛdaya-sūtra [Prajñāpāramitāhṛdayasūtra],,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/prajnhsu.htm,,,
sa_namaskAraikaviMzatistotra.xml,namekvsu.htm,K12namekvsu,K12D0438_H0412,D0438,,Not found.,Namaskāraikaviṃśatistotra [Namastāre-ekaviṃśatistotraguṇasahita/Tārā-ekaviṃśatistotra],,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/namekvsu.htm,,,
sa_mahAsAhasrapramardanI.xml,mspram_u.htm,K12mspram_u,,,T19n0999,,Mahāsāhasrapramardanī,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/mspram_u.htm,,,
sa_mahApratisarAvidyAdhAraNI.xml,mprsvdhu.htm,K12mprsvdhu,,,,Not found.,Mahāpratisarāvidyādhāraṇī,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/mprsvdhu.htm,,,y
sa_mahApratisarA-paJcarakSA.xml,mpratpru.htm,K12mpratpru,K12D0561_H0518,D0561,"T20n1153, T20n1154",,Mahāpratisarā-vidyārājñī [Mahāpratisarādhāraṇī(sūtra)],,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/mpratpru.htm,,,
sa_mekhalAdhAraNI.xml,mekhdh_u.htm,K12mekhdh_u,,,"T21n1376, T21n1377",,Mekhalā-dhāraṇī,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/mekhdh_u.htm,,,
sa_mArIcInAmadhAraNI.xml,maricdhu.htm,K12maricdhu,,,,Not found.,Mārīcīnāmadhāraṇī,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/maricdhu.htm,,,
,manjnspu.htm,K12manjnspu,K12D0360_H0369,D036,"T20n1187, T20n1188, T20n1189, T20n1190",,Mañjuśrīnāmasaṃgīti,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/manjnspu.htm,,,
,manjn1pu.htm,K12manjn1pu,K12D0360_H0369,D0360,"T20n1187, T20n1188, T20n1189, T20n1190",,Mañjuśrīnāmasaṃgīti,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/manjn1pu.htm,,,
sa_mahAmaNivipulavimAnavizvasupratiSThitaguhyaparamarahasyakalparAjadhAraNI.xml,manivdhu.htm,K12manivdhu,,,"T19n1005A, T19n1006, T19n1007",,Mahāmaṇivipulavimānaviśvasupratiṣṭhitaguhyaparamarahasyakalparājadhāraṇī [Mahāmaṇivipulavimānaviśvasupratiṣṭhitaguhyaparamarahasyakalparājadhāraṇīsūtra],,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/manivdhu.htm,,,
sa_mahApratisarAmahAvidyArAjJI.xml,mahpratu.htm,K12mahpratu,,,,Not found.,Mahāpratisarāmahāvidyārājñī,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/mahpratu.htm,,,
sa_mahAdaNDadhAraNIzItavatI.xml,madadh_u.htm,K12madadh_u,,,,Not found.,Mahādaṇḍadhāraṇīśītavatī,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/madadh_u.htm,,,
sa_grahamAtRkAdhAraNI.xml,grahmdhu.htm,K12grahmdhu,,,,Not found.,Grahamātṛkānāmadhāraṇī,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/grahmdhu.htm,,,
sa_gaNapatihRdaydhAraNI.xml,ganphrdu.htm,K12ganphrdu,,,,Not found.,Gaṇapatihṛdaya-Dhāraṇī,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/ganphrdu.htm,,,
sa_ekAdazamukhahRdaya.xml,ekmuhr_u.htm,K12ekmuhr_u,,,,Not found.,Ekādaśamukhahṛdaya,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/ekmuhr_u.htm,,,
sa_dhvajAgrakeyUrAdhAriNI.xml,dhvajkeu.htm,K12dhvajkeu,,,T19n0943,,Dhvajāgrakeyurā-dhāraṇī,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/dhvajkeu.htm,,,y
sa_dhvajAgrakeyUrAdhAriNI-alt.xml,dhvajkdu.htm,K12dhvajkdu,K12D0612=D0923_H0595,"D0612, D0923",T19n0943,,Dhvajāgrakeyurā-dhāraṇī,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/dhvajkdu.htm,,,
sa_adhyardhazatikA-prajJApAramitA.xml,bsu056_u.htm,K12bsu056_u,,,"T05n220(10), T08n0240, T08n0241, T08n0242, T08n0243","T05n220(10) - This refers to the tenth division of the Mahāprañāpāramitāsūtra. However, I'm uncertain whether the volume number 08 is correct, as I couldn't confirm it anywhere. Moreover, I find the reference to T08n0244 not entirely convincing.",Adhyardhaśatikā prajñāpāramitā [Adhyardhaśatikāprajñāpāramitāsūtra],,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/bsu056_u.htm,,,y
sa_kauzikaprajJApAramitAsUtra.xml,bsu055_u.htm,K12bsu055_u,K12D0554=D0019_H0512=H0023,"D0554, D0019",T08n0249,,Kauśikaprajñāpāramitāsūtra,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/bsu055_u.htm,,,y
sa_svalpAkSarA-prajJApAramitA.xml,bsu050_u.htm,K12bsu050_u,K12D0530=D0022_H0498=H0024,D0530. D0022,T08n0258,,Svalpākṣarā prajñāpāramitā,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/bsu050_u.htm,,,y
sa_maJjuzrImUlakalpa.xml,bsu041_u.htm,K12bsu041_u,K12D0543_H0501,D0543,T20n1191,,Mañjuśrīmūlakalpa [Āryamañjuśrī Mūlakalpa],,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/bsu041_u.htm,,https://archive.org/details/in.ernet.dli.2015.345315/page/n7/mode/2up,y
sa_suvarNaprabhAsasUtra.xml,bsu035_u.htm,K12bsu035_u,"K12D0557_H0515, D0555, D0556, D0557","D0557, D0555, D0556, D0557","T16n0663, T16n0664, T16n0665",,"Suvarṇaprabhāsasūtra [Suvarṇaprabhāsottama(sūtra), Suvarṇabhāsottama-sūtra, Suvarṇa(pra)bhāsottama-sūtrendrarāja]",,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/bsu035_u.htm,,,y
sa_bhaiSajyaguruvaidUryaprabharAjasUtra.xml,bsu012_u.htm,K12bsu012_u,K12D0504_H0472,D0504,"T14n0449, T14n0450, T14n0451",I'm not entirely certain whether T14n0449 corresponds to the current text.,Bhaiṣajyaguruvaidūryaprabharājasūtra,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/bsu012_u.htm,,,y
sa_zrImahAdevIvyAkaraNa.xml,bsu007_u.htm,K12bsu007_u,K12D0739_H0684,D0739,T21n1253,,"Śrīmahādevīvyākaraṇa [Śrīmahādevīvyākaraṇasūtra, Dvādaśadaṇḍakanāmāṣṭaśatavimalīkaraṇā]",,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/bsu007_u.htm,,,y
sa_sitAtapatrA.xml,bsu004_u.htm,K12bsu004_u,K12D0590=D0985_H0541,"D0590, D0985","T19n0976, T19n0977",,Sitātapatrā,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/bsu004_u.htm,,,y
sa_aparimitAyuHsUtra.xml,bsu003_u.htm,K12bsu003_u,,,,Not found.,Aparimitāyuḥsūtra,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/bsu003_u.htm,,,y
,adhsatpu.htm,K12adhsatpu,K12D0489=D0017_H0455=H0019,"D0489, D0017","T08n220(10), T08n0240, T08n0241, T08n0242, T08n0243","T08n220(10) - This refers to the tenth division of the Mahāprañāpāramitāsūtra. However, I'm uncertain whether the volume number 08 is correct, as I couldn't confirm it anywhere. Moreover, I find the reference to T08n0244 not entirely convincing.",Adhyardhaśatikā Prajñāpāramitā [Adhyardhaśatikāprajñāpāramitāsūtra],,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/adhsatpu.htm,,,
sa_vimalakIrtinirdeza.xml,vimkn_u.htm,K10vimkn_u,K10D0176_H0177,D0176,"T14n0474, T14n0475, T14n0476, T14n0477, T14n0478, T14n0479",,Vimalakīrtinirdeśa [Vimalakīrtinirdeśasūtra],,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/vimkn_u.htm,,https://archive.org/details/vimalakirtinirdesateachingofvimalakirtilamotteetienne_202003_943_m,
sa_tathAgatabimbakArApaNasUtra.xml,tbimbk_u.htm,K10tbimbk_u,,,,Not found.,Tathāgatabimbakārāpaṇasūtra,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/tbimbk_u.htm,,,
sa_smaller-sukhAvatIvyUha.xml,sukhvysu.htm,K10sukhvysu,,,T12n0366,"T11n0310(5), T12n0360, T12n0361, T12n0362, T12n0363, T12n0364 and T12n0367 refer to the Sukhāvatīvyūha(sūtra), i.e., vistaramātṛkā.",Sukhāvatyamṛtavyūha [Sukhāvatī(amṛta)vyūhasūtra] aka the Smaller Sukhāvatīvyūha,saṃkṣiptamātṛkā,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/sukhvysu.htm,,https://archive.org/search.php?query=Sukh%C4%81vat%C4%ABvy%C5%ABha,
sa_samAdhirAjasUtratransliteration-1-111315-22.xml,srajsgiu.htm,K10srajsgiu,,,"T15n0639, T15n0640, T15n0641",,Samādhirājasūtra,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/srajsgiu.htm,,https://archive.org/search.php?query=Sam%C4%81dhir%C4%81jas%C5%ABtra,
sa_sarvajJatAkAradhAraNI.xml,sjdh_u.htm,K10sjdh_u,,,"T03n0157, T03n0158",,Sarvajñatākāradhāraṇī [Karuṇāpuṇḍarīka(sūtra)],,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/sjdh_u.htm,,,
sa_saMyuktAgama-966-972-according-to-the-chinese-canon.xml,samyu_wu.htm,K10samyu_wu,,,"T02n0099, T02n0101",,Saṃyuktāgama,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/samyu_wu.htm,,,
sa_saMghATasUtra-alt.xml,samghscu.htm,K10samghscu,K10D0102_H0105,D0102,T13n0423,,Saṃghāṭasūtra [Saṅghāṭasūtra],,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/samghscu.htm,,,
sa_mahAsaMnipAtaratnaketudhAraNIsUtra.xml,ratnakeu.htm,K10ratnakeu,K10D0138_H0140,D0138,T13n0402,"I'm not entirely certain whether the Ratnaketuparivarta is included in the Mahāsaṃnipāta (C. 大方等大集經, T13n0397).","Mahāsannipātaratnaketudhāraṇīsūtra [Ratnaketuparivarta, Ratnaketudhāraṇīsūtra]",,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/ratnakeu.htm,,,
sa_nidAnasaMyukta.xml,nidansyu.htm,K10nidansyu,,,T02n0099,,Nidānasaṃyukta,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/nidansyu.htm,,,
,nagsu_pu.htm,K10nagsu_pu,,,,Not found.,Nagaropamasūtra,Apotropaic Text from the Saṃyuktāgama,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/nagsu_pu.htm,"Reconstructed; Sanskrit text reconstructed according to one of the MS traditions, namely the Pelliot/Stein manuscript",,
sa_mahAkarmavibhaGga.xml,mkarmviu.htm,K10mkarmviu,,,,Not found.,Mahākarmavibhaṅga,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/mkarmviu.htm,,https://archive.org/details/in.ernet.dli.2015.188835,
,maivy_pu.htm,K10maivy_pu,,,"T14n0454, T14n0455, T14n0457",,Maitreyavyākaraṇa [Maitreyavyākaraṇasūtra],,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/maivy_pu.htm,,,
sa_mahAmantrAnusAriNI.xml,mahama_u.htm,K10mahama_u,,,T20n1048,,Mahāmantrānusāriṇī,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/mahama_u.htm,,,
,klpdrapu.htm,K10klpdrapu,,,,Not found.,Kalpadrumāvadānamālā,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/klpdrapu.htm,,,
sa_kSemendra-bodhisattvAvadAnakalpalatA-93sumAgadhAvadAna.xml,kbavk93u.htm,K10kbavk93u,,,"T02n0128a, T02n0128b, T02_0129, T02n0130",,Sumāgadhāvadāna [Sumāgadhāvadānasūtra],from the Bodhisattvāvadānakalpalatā (Avadāna 93),Kṣemendra,P7847,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/kbavk93u.htm,,,
