Sanskrit Filename,Tibetan Filename,d_ref,CBETA number,Remarks Chinese translation,Full title of the text,Additional information,Author,author_id,GRETIL/DSBC Link,Reconstructed,Edition on Archive
T01n903u,,,,Not found.,Vajrasattvastuti,,,,http://www.dsbcproject.org/canon-text/book/210,,
T01n902u,,,,Not found.,Vajrasattvastotra,,,,http://www.dsbcproject.org/canon-text/book/209,,
T01n901u,,,,Not found.,Māravijayastotra,,,,http://www.dsbcproject.org/canon-text/book/208,,
T01n900u,,,,Not found.,Mahābodhivandanāṣṭaka,,,,http://www.dsbcproject.org/canon-text/book/207,,
T01n899u,,,,Not found.,Mahābodhibhaṭṭārakastotra,,,,http://www.dsbcproject.org/canon-text/book/206,,
T01n898u,,,,Not found.,Vajrapāṇināmāṣṭottaraśatastotra,,,,http://www.dsbcproject.org/canon-text/book/205,,
T01n897u,,,,Not found.,Vāgīśvaravarṇanāstotra,,,,http://www.dsbcproject.org/canon-text/book/204,,
T01n896u,,,,Not found.,Dharmadhātuvāgīśvaramaṇḍalastotra,,,,http://www.dsbcproject.org/canon-text/book/203,,
T01n895u,,,,Not found.,Mahogratārāstuti,,,,http://www.dsbcproject.org/canon-text/book/202,,
T01n894u,,,,Not found.,Mahogratārāṣṭakastotra,,,,http://www.dsbcproject.org/canon-text/book/201,,
T01n893u,,,,Not found.,Caṇḍikādaṇḍakastotra,,,,http://www.dsbcproject.org/canon-text/book/200,,
T01n892u,,,,Not found.,Gururatnatrayastotra,,,,http://www.dsbcproject.org/canon-text/book/199,,
T01n891u,,,,Not found.,Svayambhūstotra,,,,http://www.dsbcproject.org/canon-text/book/198,,
T01n890u,,,,Not found.,Svayaṃbhūstava,,,,http://www.dsbcproject.org/canon-text/book/197,,
T01n889u,,,,Not found.,Mañjuvajrastotra,,,,http://www.dsbcproject.org/canon-text/book/196,,
T01n888u,,,,Not found.,Maṅgalaṣoḍaśastuti,,,,http://www.dsbcproject.org/canon-text/book/195,,
T01n887u,,,,Not found.,Kalyāṇapañcaviṃśatistotra,,,,http://www.dsbcproject.org/canon-text/book/194,,
T01n886u,,,,Not found.,Ṣaḍabhijñastotra,,,,http://www.dsbcproject.org/canon-text/book/193,,
T01n885u,,,,Not found.,Kamalākarasarvatathāgatastotra,,,,http://www.dsbcproject.org/canon-text/book/192,,
T01n883u,,,,Not found.,Saptajinastava,,,,http://www.dsbcproject.org/canon-text/book/190,,
T01n882u,,,T32n1682,,Saptabuddhastotra,,,,http://www.dsbcproject.org/canon-text/book/189,,
T01n881u,,,,Not found.,Suprabhātastotra,,,,http://www.dsbcproject.org/canon-text/book/188,,
T01n880u,,,,Not found.,Sattvārādhanagāthā,,,,http://www.dsbcproject.org/canon-text/book/187,,
T01n879u,,,,Not found.,Śākyasiṃhastotra: yaśodharākṛtam,,,,http://www.dsbcproject.org/canon-text/book/186,,
T01n878u,,,,Not found.,Śākyasiṃhastotra: viṣṇukṛtam,,,,http://www.dsbcproject.org/canon-text/book/185,,
T01n877u,,,,Not found.,Śākyasiṃhastotra: surapatikṛtam,,,,http://www.dsbcproject.org/canon-text/book/184,,
T01n876u,,,,Not found.,Śākyasiṃhastotra: śaṅkarakṛtam,,,,http://www.dsbcproject.org/canon-text/book/183,,
T01n875u,,,,Not found.,Śākyasiṃhastotra: navagrahakṛtam,,,,http://www.dsbcproject.org/canon-text/book/182,,
T01n873u,,,,Not found.,Śākyasiṃhastotra: chando'mṛtoddhṛtam,,,,http://www.dsbcproject.org/canon-text/book/180,,
T01n872u,,,,Not found.,Śākyasiṃhastotra: brahmaṇā kṛtam,,,,http://www.dsbcproject.org/canon-text/book/179,,
T01n871u,,,,Not found.,Nāmāṣṭaśatakaya,,,,http://www.dsbcproject.org/canon-text/book/178,,
T01n870u,,,,Not found.,Buddhastotra,,,,http://www.dsbcproject.org/canon-text/book/177,,
T01n869u,,,,Not found.,Buddhagadyaya [Buddhagajjaya],,,,http://www.dsbcproject.org/canon-text/book/176,,
T01n868u,,,,Not found.,Buddhabhaṭṭārakastotra,,,,http://www.dsbcproject.org/canon-text/book/175,,
T01n867u,,,,Not found.,Bhaktiśataka,,,,http://www.dsbcproject.org/canon-text/book/174,,
T01n862u,,,,Not found.,Pratisarāstotra,,,,http://www.dsbcproject.org/canon-text/book/169,,
T01n861u,,,,Not found.,Pañcarakṣādevīstotrāṇi,,,,http://www.dsbcproject.org/canon-text/book/168,,
T01n859u,,,,Not found.,Sragdharāpañcakastotra,,,,http://www.dsbcproject.org/canon-text/book/166,,
T01n858u,,,,Not found.,Pañcatathāgatastutigāthā,,,,http://www.dsbcproject.org/canon-text/book/165,,
T01n857u,,,,Not found.,Pañcatathāgatastotra,,,,http://www.dsbcproject.org/canon-text/book/164,,
T01n856u,,,,Not found.,Nairātmāṣṭakastotra,,,,http://www.dsbcproject.org/canon-text/book/163,,
T01n855u,,,,Not found.,Guhyeśvarīstotra,,,,http://www.dsbcproject.org/canon-text/book/162,,
T01n854u,,,,Not found.,Mañjuśrīstotra,,,,http://www.dsbcproject.org/canon-text/book/161,,
T01n853u,,,,Not found.,Mañjuśrīnāmāṣṭottaraśatakastotra [Āryamañjuśrīnāmāṣṭottaraśatakastotra],,,,http://www.dsbcproject.org/canon-text/book/160,,
T01n852u,,,,Not found.,Vajramahākālastotra,,,,http://www.dsbcproject.org/canon-text/book/159,,
T01n851u,,,,Not found.,Mahākālastotra,,,,http://www.dsbcproject.org/canon-text/book/158,,
T01n850u,,,,Not found.,Mahācakravartināmāṣṭottaraśatastotra,,,,http://www.dsbcproject.org/canon-text/book/157,,
T01n845u,,,,Not found.,Hāratīstotra,,,,http://www.dsbcproject.org/canon-text/book/152,,
T01n844u,,,,Not found.,Gaṇeśastotra,,,,http://www.dsbcproject.org/canon-text/book/151,,
T01n843u,,,,Not found.,Gaṇḍīstava,,,,http://www.dsbcproject.org/canon-text/book/150,,
T01n842u,,,,Not found.,Buddhagaṇḍīstava,,,,http://www.dsbcproject.org/canon-text/book/149,,
T01n841u,,,,Not found.,Pañcākṣarastotra,,,,http://www.dsbcproject.org/canon-text/book/148,,
T01n840u,,,,Not found.,Dharmadhātunāmastava,,,,http://www.dsbcproject.org/canon-text/book/147,,
T01n839u,,,,Not found.,Vasantatilakāstuti,,,,http://www.dsbcproject.org/canon-text/book/146,,
T01n838u,,,,Not found.,Ṣaṭtriṃśatsaṃvarastuti,,,,http://www.dsbcproject.org/canon-text/book/145,,
T01n837u,,,,Not found.,Pīṭhastava,,,,http://www.dsbcproject.org/canon-text/book/144,,
T01n836u,,,,Not found.,Catuḥṣaṣṭisaṃvarastotra,,,,http://www.dsbcproject.org/canon-text/book/143,,
T01n835u,,,,Not found.,Cakrasaṃvarastuti,,,,http://www.dsbcproject.org/canon-text/book/142,,
T01n834u,,,,Not found.,Vidyākṣarastotra,,,,http://www.dsbcproject.org/canon-text/book/141,,
T01n833u,,,,Not found.,Caityavandanāstotra,,,,http://www.dsbcproject.org/canon-text/book/140,,
T01n832u,,,,Not found.,Daśabhūmīśvaro nāma mahāyānasūtraratnarājastotra,,,,http://www.dsbcproject.org/canon-text/book/139,,
T01n831u,,,,Not found.,Vāgvāṇīstotra,,,,http://www.dsbcproject.org/canon-text/book/138,,
T01n830u,,,,Not found.,Śāradāṣṭakastotra,,,,http://www.dsbcproject.org/canon-text/book/137,,
T01n829u,,,,Not found.,Saptavidhānuttarastotra,,,,http://www.dsbcproject.org/canon-text/book/136,,
T01n828u,,,,Not found.,Saptākṣarastotra,,,,http://www.dsbcproject.org/canon-text/book/135,,
T01n827u,,,,Not found.,Ṣaḍgatistotra,,,,http://www.dsbcproject.org/canon-text/book/134,,
T01n826u,,,,Not found.,Rūpastava,,,,http://www.dsbcproject.org/canon-text/book/133,,
T01n825u,,,,Not found.,Ratnamālāstotra,,,,http://www.dsbcproject.org/canon-text/book/132,,
T01n824u,,,,Not found.,Rakṣākāla(kara)stava,,,,http://www.dsbcproject.org/canon-text/book/131,,
T01n823u,,,,Not found.,Potalakāṣṭaka,,,,http://www.dsbcproject.org/canon-text/book/130,,
T01n822u,,,,Not found.,Narakoddhārastotra,,,,http://www.dsbcproject.org/canon-text/book/129,,
T01n821u,,,,Not found.,Lokeśvarastotra,,,,http://www.dsbcproject.org/canon-text/book/128,,
T01n820u,,,,Not found.,Lokeśvaraśataka,,,,http://www.dsbcproject.org/canon-text/book/127,,
T01n819u,,,,Not found.,Lokanāthastotra,,,,http://www.dsbcproject.org/canon-text/book/126,,
T01n818u,,,,Not found.,Avalokiteśvarāṣṭottaraśatanāmastotra,,,,http://www.dsbcproject.org/canon-text/book/125,,
T01n817u,,,,Not found.,Avalokiteśvarastotra,,Carapatipāda,P0AT0263,http://www.dsbcproject.org/canon-text/book/124,,
T01n816u,,,,Not found.,Avalokiteśvarastotra,,,,http://www.dsbcproject.org/canon-text/book/123,,
T01n815u,,,,Not found.,Avalokiteśvarastava,,Candrakāntābhikṣuṇī,P0AT0262,http://www.dsbcproject.org/canon-text/book/122,,
T01n814u,,,,Not found.,Avalokiteśvarāṣṭakastotra,,,,http://www.dsbcproject.org/canon-text/book/121,,
T01n813u,,,,"Not found. One reference, i.e., T18n0901, seems to be referring to the Dhāraṇīsamuccaya(sūtra) and not the current text.",Avalokiteśvarahayagrīvadhāraṇī,,,,http://www.dsbcproject.org/canon-text/book/120,,
T01n812u,,,,Not found.,Avadhānastotra [Vandanāstava],,,,http://www.dsbcproject.org/canon-text/book/119,,
T01n811u,,,,Not found.,Aṣṭamātṛkāstotra,,,,http://www.dsbcproject.org/canon-text/book/118,,
T01n810u,,,T14n0429,,Maṅgalāṣṭaka,,,,http://www.dsbcproject.org/canon-text/book/117,,
T01n809u,,,,Not found.,Tārāstuti [Āryatārāstuti],,,,http://www.dsbcproject.org/canon-text/book/116,,
T01n806u,,,,Not found.,Tārānamaskāraikaviṃśatistotra [Āryatārānamaskāraikaviṃśatistotra],,,,http://www.dsbcproject.org/canon-text/book/113,,
T01n805u,,,,Not found.,Ākāśagarbhanāmāṣṭottaraśatastotra,,,,http://www.dsbcproject.org/canon-text/book/112,,
T01n804u,,,,Not found.,Vikramāraccivaibhava,,,,http://www.dsbcproject.org/canon-text/book/111,,
T01n802u,,,,Not found.,Ādibuddhadvādaśakastotra,,,,http://www.dsbcproject.org/canon-text/book/109,,
T01n2971u,,,,Not found.,Bhadracaryādeśanā,,,,http://www.dsbcproject.org/canon-text/book/842,,
T01n2925u,,,T32n1675,,Dharmadhātustava,,,,http://www.dsbcproject.org/canon-text/book/796,,
T01n2888u,,,,Not found.,Dvādaśakāranayastotra,,,,http://www.dsbcproject.org/canon-text/book/760,,
T01busto1_u,,,,Not found.,Anaparāddhastotra,,Mātṛceṭa,P4CZ10509,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/busto1_u.htm,,
K14visvantu,,,,Not found.,Viśvantarāvadāna,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/visvantu.htm,,
K14svabhupu,,,,Not found.,Svayambhu Purāṇa,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/svabhupu.htm,,
K14sumagavu,,,"T02n0128a, T02n0128b, T02n0129, T02n0130",,Sumāgadhāvadāna,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/sumagavu.htm,,
K14ratnml_u,,,,Not found.,Ratnamālāvadāna,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/ratnml_u.htm,,
K14pamsuavu,,,,Not found.,Pāṃśupradāna-avadāna,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/pamsuavu.htm,,
K14n445u,,,T01n0002,"I couldn't find the 大本經 in the Taishō. Michael: T2, Mahāvadāna: also T3? Note lists of parallels in HBGR: T1(1), T2, 4, T125(48.4).",Mahāvadānasūtra,,,,http://www.dsbcproject.org/canon-text/book/49,,
K14n3013u,,,,"Not found. That is, I found the only reference I came across to the Ekottarikāgama (C. 增壹阿含經, T02n0125) not convincing.",Mahāvastu Avadāna,,,,http://www.dsbcproject.org/canon-text/book/883,,https://archive.org/details/in.ernet.dli.2015.408378/mode/2up
K14n2947u,,,,Not found.,Vajrasattvaniṣpādanasūtra [Vajrasattvasādhana],,Candrakīrti,P5782,http://www.dsbcproject.org/canon-text/book/818,,
K14n285u,,,,"Not found. Howver, one could check ""Waldschmidt, Ernst 1957 (vol. 2): Das Catuṣpariṣatsūtra, eine kanonische Lehrschrift über die Begründung der buddhistischen Gemeinde, Text in Sanskrit und tibetisch, verglichen mit dem Pāli nebst einer Übersetzung der chinesischen Entsprechung im Vinaya der Mūlasarvâstivādins, auf Grund von Turfan-Handschriften herausgegeben und bearbeitet, Berlin: Akademie Verlag."" if one has access to it.",Catuṣpariṣatsūtra,,,,http://www.dsbcproject.org/canon-text/book/38,,
K14n192u,,,,Not found.,Mahāsattvamaṇicūḍamahārājabodhisattvāvadāna,,,,http://www.dsbcproject.org/canon-text/book/6,,
K14n191u,,,,Not found.,Kaṭhināvadāna,,,,http://www.dsbcproject.org/canon-text/book/5,,
K14msudarsu,,,,Not found.,Mahāsudarśanāvadāna,incl. Mahāsudarśanasūtra,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/msudarsu.htm,,
K14mpsu_w_u,,,"T01n0005, T01n0006, T01n0007","Michael: Mahāparinirvāṇasūtra: You indiscriminately list both Mainstream versions (T5, T6, T7) and Mahāyāna texts (T374, T375, T376); you also list various weird things (T377, T390). Mainstream and Mahāyāna versions are fundamentally different texts, if you tell your machine that they are ""parallels"" to Waldschmidt's Skt or DN 16, it will break (or it should). For an example of weirdness, see e.g.: https://dazangthings.nz/cbc/text/1332/",Mahāparinirvāṇasūtra,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/mpsu_w_u.htm,,https://archive.org/details/DasMahaparinirvanasutra/Das%20Mahaparinirvanasutra%2C%20Teil%20III_%20Textbe%20-%20Ernst%20Waldschmidt
K14mhvastuu,,,,"Not found. That is, I found the only reference I came across to the Ekottarikāgama (C. 增壹阿含經, T02n0125) not convincing.",Mahāvastu-avadāna,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/mhvastuu.htm,,https://archive.org/search.php?query=Mah%C4%81vastu-avad%C4%81na
K14mavadsuu,,,T01n0002,I couldn't find the 大本經 in the Taishō.,Mahāvadānasūtra,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/mavadsuu.htm,,
K14dhppat_u,,,"T04n0210, T04n0211, T04n0212, T04n0213","I'm uncertain which of these four recension excatly corresponds to the Patna Dharmapada. Michael: There are all kinds of weirdness afoot in the Chinese equivalents you list, T210, T211, T212, T213. For some indications of potential trouble, see: https://dazangthings.nz/cbc/text/2130/ https://dazangthings.nz/cbc/text/2118/",Patna Dharmapada,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/dhppat_u.htm,,https://archive.org/details/patnadharmapadamargaretconeocr_188_u/mode/2up
K14bsu015_u,,,,Not found.,Ekādaśamukha,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/bsu015_u.htm,,https://archive.org/search.php?query=Ek%C4%81da%C5%9Bamukha
K14bsu002_u,,,"T19n1002, T20n1092, T20n1093, T20n1094, T20n1095, T20n1097, T20n1099",,Āmoghapāśanāmahṛdaya sūtra [Ārya amoghapāśahṛdaya nāma mahāyānasūtra],,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/bsu002_u.htm,,
K14bsa052_u,,,T17n0728,,Dharmasamuccaya [Saddharmasmṛtyupasthānakārikā],,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa052_u.htm,,
K14amoghapu,,,"T19n1002, T20n1092, T20n1093, T20n1094, T20n1095, T20n1097, T20n1099",,Āmoghapāśanāmahṛdayasūtra [Āryāmoghapāśanāmahṛdayasūtra],,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/amoghapu.htm,,
K14ajitsvyu,,,,Not found,Ajitasenavyākaraṇa,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/ajitsvyu.htm,,
K14ahovk2_u,,,,Not found,Ahorātravratakathā 2,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/ahovk2_u.htm,,
K14ahovk1_u,,,,Not found,Ahorātravratakathā 1,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/ahovk1_u.htm,,
K12Xbsu017_u,,,"T20n1072A, T20n1072B",,Hayagrīvavidyā,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/bsu017_u.htm,,
K12vjviddhu,K12D0750=D0949_H0693,"D0750, D0949","T21n1416, T21n1417",,Vajravidāraṇā-dhāraṇī,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/vjviddhu.htm,,
K12vajvidhu,,,"T21n1416, T21n1417",,Vajravidāraṇī-dhāraṇī,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/vajvidhu.htm,,
K12tarb108u,K12D0727=D0745=D1000_H0677,"D0727, D0745, D1000",,Not found.,Tārābhaṭṭārikānāmāṣṭottaraśatakastotra,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/tarb108u.htm,,
K12sdurst_u,K12D0485_H0458,D0485,"T19n0967, T19n0968, T19n0969, T19n0970, T19n0971, T19n0974A, T19n0978",,Sarvadurgatipariśodhana Tantra,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/sdurst_u.htm,,
K12sarvttsu,K12D0479_H0447,D0479,"T18n0865, T18n0866, T18n0882",,Sarvatathāgatatattvasaṅgraha [Sarvatathāgatatattvasaṃgraha],,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/sarvttsu.htm,,
K12prajnhsu,K12D0531=D0021_H0499=H0026,"D0531, D0021","T05n0220, T08n0223, T08n0249, T08n0250, T08n0251, T08n0252, T08n0253, T08n0254, T08n0255, T08n0256, T08n0257",,Prajñāpāramitā-hṛdaya-sūtra [Prajñāpāramitāhṛdayasūtra],,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/prajnhsu.htm,,
K12namekvsu,K12D0438_H0412,D0438,,Not found.,Namaskāraikaviṃśatistotra [Namastāre-ekaviṃśatistotraguṇasahita/Tārā-ekaviṃśatistotra],,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/namekvsu.htm,,
K12n2990u,,,,Not found.,Āryaśrīgrahamātṛkā nāma dhāraṇī,,,,http://www.dsbcproject.org/canon-text/book/862,,
K12n2967u,K12D0442-0443_H0416,D0442,,Not found.,Śrīguhyasamājatantra,,,,http://www.dsbcproject.org/canon-text/book/723,,
K12n2949u,,,,"Not found. That is, I find the reference to the Dhāraṇīsamuccaya(sūtra) (C. 陀羅尼集經, T18n0901) not entirely convincing.",Dhāraṇīsaṃgraha,,,,http://www.dsbcproject.org/canon-text/book/820,,
K12n2922u,,,T20n1092,,Amoghapāśakalparāja Part VII,,,,http://www.dsbcproject.org/canon-text/book/794,,
K12n2920u,,,T20n1092,,Amoghapāśakalparāja Part VI,,,,http://www.dsbcproject.org/canon-text/book/792,,
K12n283u,K12D0504_H0472,D0504,"T14n0449, T14n0450, T14n0451",I'm not entirely certain whether T14n0449 corresponds to the current text.,Bhaiṣajyaguruvaidūryaprabharājasūtra,,,,http://www.dsbcproject.org/canon-text/book/36,,
K12n259u,,,,Not found.,Aparimitāyunāmamahāyānasūtra,,,,http://www.dsbcproject.org/canon-text/book/24,,
K12n221u,,,T21n1360,,Ṣaṇmukhīdhāraṇī,,,,http://www.dsbcproject.org/canon-text/book/19,,
K12n220u,,,,Not found.,Nārāyaṇaparipṛcchā āryamahāmāyāvijayavāhinī nāma dhāraṇī,,,,http://www.dsbcproject.org/canon-text/book/18,,
K12mspram_u,,,T19n0999,,Mahāsāhasrapramardanī,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/mspram_u.htm,,
K12mprsvdhu,,,,Not found.,Mahāpratisarāvidyādhāraṇī,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/mprsvdhu.htm,,
K12mpratpru,K12D0561_H0518,D0561,"T20n1153, T20n1154",,Mahāpratisarā-vidyārājñī [Mahāpratisarādhāraṇī(sūtra)],,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/mpratpru.htm,,
K12mekhdh_u,,,"T21n1376, T21n1377",,Mekhalā-dhāraṇī,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/mekhdh_u.htm,,
K12maricdhu,,,,Not found.,Mārīcīnāmadhāraṇī,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/maricdhu.htm,,
K12manjnspu,K12D0360_H0369,D036,"T20n1187, T20n1188, T20n1189, T20n1190",,Mañjuśrīnāmasaṃgīti,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/manjnspu.htm,,
K12manjn1pu,K12D0360_H0369,D0360,"T20n1187, T20n1188, T20n1189, T20n1190",,Mañjuśrīnāmasaṃgīti,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/manjn1pu.htm,,
K12manivdhu,,,"T19n1005A, T19n1006, T19n1007",,Mahāmaṇivipulavimānaviśvasupratiṣṭhitaguhyaparamarahasyakalparājadhāraṇī [Mahāmaṇivipulavimānaviśvasupratiṣṭhitaguhyaparamarahasyakalparājadhāraṇīsūtra],,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/manivdhu.htm,,
K12mahpratu,,,,Not found.,Mahāpratisarāmahāvidyārājñī,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/mahpratu.htm,,
K12madadh_u,,,,Not found.,Mahādaṇḍadhāraṇīśītavatī,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/madadh_u.htm,,
K12grahmdhu,,,,Not found.,Grahamātṛkānāmadhāraṇī,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/grahmdhu.htm,,
K12ganphrdu,,,,Not found.,Gaṇapatihṛdaya-Dhāraṇī,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/ganphrdu.htm,,
K12ekmuhr_u,,,,Not found.,Ekādaśamukhahṛdaya,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/ekmuhr_u.htm,,
K12dhvajkeu,,,T19n0943,,Dhvajāgrakeyurā-dhāraṇī,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/dhvajkeu.htm,,
K12dhvajkdu,K12D0612=D0923_H0595,"D0612, D0923",T19n0943,,Dhvajāgrakeyurā-dhāraṇī,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/dhvajkdu.htm,,
K12bsu056_u,,,"T05n220(10), T08n0240, T08n0241, T08n0242, T08n0243","T05n220(10) - This refers to the tenth division of the Mahāprañāpāramitāsūtra. However, I'm uncertain whether the volume number 08 is correct, as I couldn't confirm it anywhere. Moreover, I find the reference to T08n0244 not entirely convincing.",Adhyardhaśatikā prajñāpāramitā [Adhyardhaśatikāprajñāpāramitāsūtra],,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/bsu056_u.htm,,
K12bsu055_u,K12D0554=D0019_H0512=H0023,"D0554, D0019",T08n0249,,Kauśikaprajñāpāramitāsūtra,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/bsu055_u.htm,,
K12bsu050_u,K12D0530=D0022_H0498=H0024,D0530. D0022,T08n0258,,Svalpākṣarā prajñāpāramitā,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/bsu050_u.htm,,
K12bsu041_u,K12D0543_H0501,D0543,T20n1191,,Mañjuśrīmūlakalpa [Āryamañjuśrī Mūlakalpa],,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/bsu041_u.htm,,https://archive.org/details/in.ernet.dli.2015.345315/page/n7/mode/2up
K12bsu035_u,"K12D0557_H0515, D0555, D0556, D0557","D0557, D0555, D0556, D0557","T16n0663, T16n0664, T16n0665",,"Suvarṇaprabhāsasūtra [Suvarṇaprabhāsottama(sūtra), Suvarṇabhāsottama-sūtra, Suvarṇa(pra)bhāsottama-sūtrendrarāja]",,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/bsu035_u.htm,,
K12bsu012_u,K12D0504_H0472,D0504,"T14n0449, T14n0450, T14n0451",I'm not entirely certain whether T14n0449 corresponds to the current text.,Bhaiṣajyaguruvaidūryaprabharājasūtra,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/bsu012_u.htm,,
K12bsu007_u,K12D0739_H0684,D0739,T21n1253,,"Śrīmahādevīvyākaraṇa [Śrīmahādevīvyākaraṇasūtra, Dvādaśadaṇḍakanāmāṣṭaśatavimalīkaraṇā]",,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/bsu007_u.htm,,
K12bsu004_u,K12D0590=D0985_H0541,"D0590, D0985","T19n0976, T19n0977",,Sitātapatrā,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/bsu004_u.htm,,
K12bsu003_u,,,,Not found.,Aparimitāyuḥsūtra,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/bsu003_u.htm,,
K12adhsatpu,K12D0489=D0017_H0455=H0019,"D0489, D0017","T08n220(10), T08n0240, T08n0241, T08n0242, T08n0243","T08n220(10) - This refers to the tenth division of the Mahāprañāpāramitāsūtra. However, I'm uncertain whether the volume number 08 is correct, as I couldn't confirm it anywhere. Moreover, I find the reference to T08n0244 not entirely convincing.",Adhyardhaśatikā Prajñāpāramitā [Adhyardhaśatikāprajñāpāramitāsūtra],,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/adhsatpu.htm,,
K10vimkn_u,K10D0176_H0177,D0176,"T14n0474, T14n0475, T14n0476, T14n0477, T14n0478, T14n0479",,Vimalakīrtinirdeśa [Vimalakīrtinirdeśasūtra],,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/vimkn_u.htm,,https://archive.org/details/vimalakirtinirdesateachingofvimalakirtilamotteetienne_202003_943_m
K10tbimbk_u,,,,Not found.,Tathāgatabimbakārāpaṇasūtra,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/tbimbk_u.htm,,
K10sukhvysu,,,T12n0366,"T11n0310(5), T12n0360, T12n0361, T12n0362, T12n0363, T12n0364 and T12n0367 refer to the Sukhāvatīvyūha(sūtra), i.e., vistaramātṛkā.",Sukhāvatyamṛtavyūha [Sukhāvatī(amṛta)vyūhasūtra] aka the Smaller Sukhāvatīvyūha,saṃkṣiptamātṛkā,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/sukhvysu.htm,,https://archive.org/search.php?query=Sukh%C4%81vat%C4%ABvy%C5%ABha
