Sanskrit Filename,Tibetan Filename,d_ref,CBETA number,Remarks Chinese translation,Full title of the text,Additional information,Author,author_id,GRETIL/DSBC Link,Reconstructed,Edition on Archive
GR14harinc_u,,,,,Harināmacintāmaṇi,,Kedāranātha Datta [Bhaktivinoda Ṭhākura],P0AT0129,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/vaisn/harinc_u.htm,,
GR14dhyrkk_u,,,,,Rādhākṛṣṇāṣṭakālīyalīlāsmaraṇakramapaddhati,,Dhyānacandra Gosvāmī,P0AT0128,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/vaisn/dhyrkk_u.htm,,
GR14dhyggs_u,,,,,Gauragovindārcanasmaraṇapaddhati,,Dhyānacandra Gosvāmī,P0AT0128,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/vaisn/dhyggs_u.htm,,
GR14caitcanu,,,,,Caitanyacandrāmṛta,,Prabodhānanda Sarasvatī Gosvāmī,P0AT0127,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/vaisn/caitcanu.htm,,
GR14brhms5cu,,,,,Brahma-Saṃhitā: Adhyāya 5,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/vaisn/brhms5cu.htm,,https://archive.org/details/brahmasamhita/mode/2up
GR14bhrgus_u,,,,,Bhṛgu-Saṃhitā,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/vaisn/bhrgus_u.htm,,
GR14astavgpu,,,,,Aṣṭāvakragītā,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/vaisn/astavgpu.htm,,
GR13vinst_pu,,,,,Vīṇāśikhatantra,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/saiva/vinst_pu.htm,,
GR13utsivsau,,,,,Śivastotrāvālī,,Utpaladeva,P0AT0126,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/saiva/utsivsau.htm,,https://archive.org/search.php?query=%C5%9Aivastotr%C4%81v%C4%81l%C4%AB
GR13uddamt_u,,,,,Uḍḍāmareśvaratantra,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/saiva/uddamt_u.htm,,
GR13todaltpu,,,,,Toḍalatantra,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/saiva/todaltpu.htm,,
GR13svact_pu,,,,,Svacchandatantra [Svacchandabhairavatantra],,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/saiva/svact_pu.htm,,
GR13stkal_pu,,,,,Sārdhatriśatikālottarāgama,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/saiva/stkal_pu.htm,,https://archive.org/details/sardhatrisatikalottaragamadebhattaramakantha_202002/mode/2up
GR13sratrppu,,,,,Ratnatrayaparīkṣā,,Śrīkaṇṭha,P0AT0125,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/saiva/sratrppu.htm,,
GR13somsv_u,,,,,Śāktavijñāna,,Somānanda,P0AT0124,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/saiva/somsv_u.htm,,
GR13sivup_pu,,,,,Śiva-Upaniṣad,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/saiva/sivup_pu.htm,,
GR13sivsutru,,,,,Śivasūtra,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/saiva/sivsutru.htm,,https://archive.org/details/SivasutraEtVimarsiniDeKsemarajaLilianSIlburn
GR13sivmstpu,,,,,Śivamahimnastava,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/saiva/sivmstpu.htm,,
GR13saulahpu,,,,,Saundaryalaharī,,Śaṃkara,?,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/saiva/saulahpu.htm,,https://archive.org/search.php?query=Saundaryalahari
GR13purekaku,,,,,Ekākṣarakośa,,Puruṣottamadeva,P0AT0122,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/saiva/purekaku.htm,,
GR13pasupspu,,,,,Pāśupatasūtra,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/saiva/pasupspu.htm,,
GR13pasupbhu,,,,,Pāśupatasūtra,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/saiva/pasupbhu.htm,,
GR13parakspu,,,,,Paraśurāma-Kalpasūtra,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/saiva/parakspu.htm,,https://archive.org/details/wg551
GR13mrgt4mpu,,,,,Mṛgendrāgama [Mṛgendratantra]: 4. Yogapāda,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/saiva/mrgt4mpu.htm,,https://archive.org/search.php?query=M%E1%B9%9Bgendr%C4%81gama
GR13mrgt3mpu,,,,,Mṛgendrāgama [Mṛgendratantra]: 3. Caryāpāda,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/saiva/mrgt3mpu.htm,,https://archive.org/search.php?query=M%E1%B9%9Bgendr%C4%81gama
GR13mrgt1mpu,,,,,Mṛgendrāgama [Mṛgendratantra]: 1. Vidyāpāda,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/saiva/mrgt1mpu.htm,,https://archive.org/search.php?query=M%E1%B9%9Bgendr%C4%81gama
GR13malinivu,,,,,Mālinīvijayottaratantra,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/saiva/malinivu.htm,,
GR13mabhedtu,,,,,Mātṛkābhedatantra,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/saiva/mabhedtu.htm,,
GR13kubjt_pu,,,,,Kubjikāmatatantra,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/saiva/kubjt_pu.htm,,
GR13kirtm_pu,,,,,Kiraṇatantra,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/saiva/kirtm_pu.htm,,
GR13kirtc_pu,,,,,Kiraṇatantra,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/saiva/kirtc_pu.htm,,
GR13karatopu,,,,,Karatoyāmāhātmya,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/saiva/karatopu.htm,,
GR13kalhans_u,,,,,Ardhanārīśvarastotra,,Kalhaṇa,P0AT0121,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/saiva/kalhans_u.htm,,
GR13jssivppu,,,,,Jñānaśambhu: Śivapūjāstava,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/saiva/jssivppu.htm,,
GR13gorst2pu,,,,,Gorakṣaśataka,,Gorakṣanātha [= Gorakhnāth],P0AT0120,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/saiva/gorst2pu.htm,,
GR13gorst1pu,,,,,Gorakṣaśataka,,Gorakṣanātha [= Gorakhnāth],P0AT0120,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/saiva/gorst1pu.htm,,
GR13goramaru,,,,,Āmaraughaśāsana,,Gorakṣanātha [= Gorakhnāth],P0AT0120,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/saiva/goramaru.htm,,
GR13devikapu,,,,,Devīkālottara-Āgama,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/saiva/devikapu.htm,,
GR13cakbhavu,,,,,Cakrapāṇinātha: Bhāvopahārastotra,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/saiva/cakbhavu.htm,,
GR13cakbh_pu,,,,,Cakrapāṇinātha: Bhāvopahārastotra,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/saiva/cakbh_pu.htm,,
GR13bijnighu,,,,,Bījanighaṇṭu,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/saiva/bijnighu.htm,,
GR13bhnstcpu,,,,,Stavacintāmaṇi,,Bhaṭṭa Nārāyaṇa,P0AT0119,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/saiva/bhnstcpu.htm,,
GR12hsasvrpu,,,,,Śāstravārtāsamuccaya,,Haribhadrasūri,P0ER0009,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/jaina/hsasvrpu.htm,,https://archive.org/search.php?query=Sastravartasamuccaya
GP12vprevk_u,,,,,Revākhaṇḍa of the Vāyupurāṇa,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/vprevk_u.htm,,
GP12visnup_u,,,,,Viṣṇu-Purāṇa,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/visnup_u.htm,,https://archive.org/search.php?query=Vi%E1%B9%A3%E1%B9%87upur%C4%81%E1%B9%87a
GP12vipce_pu,,,,,Viṣṇu-Purāṇa,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/vipce_pu.htm,,https://archive.org/search.php?query=Vi%E1%B9%A3%E1%B9%87upur%C4%81%E1%B9%87a
GP12vd3343pu,,,,,Viṣṇudharmottara-Purāṇa,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/vd3343pu.htm,,https://archive.org/search.php?query=Vi%E1%B9%A3%E1%B9%87udharmottara-Pur%C4%81%E1%B9%87a
GP12vd2127_u,,,,,Viṣṇudharmottara-Purāṇa: Atharvavidhikathana [Atharvavidhāna],,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/vd2127_u.htm,,https://archive.org/search.php?query=Vi%E1%B9%A3%E1%B9%87udharmottara-Pur%C4%81%E1%B9%87a
GP12vampsm_u,,,,,Vāmana-Purāṇa,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/vampsm_u.htm,,https://archive.org/search.php?query=V%C4%81mana-Pur%C4%81%E1%B9%87a
GP12vamp__u,,,,,Vāmana-Purāṇa,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/vamp__u.htm,,https://archive.org/search.php?query=V%C4%81mana-Pur%C4%81%E1%B9%87a
GP12skprevku,,,,,Skanda-Purāṇa: Revākhaṇḍa,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/skprevku.htm,,https://archive.org/search.php?query=Skanda-Pur%C4%81%E1%B9%87a
GP12skp031pu,,,,,Skandapurāṇa,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/skp031pu.htm,,https://archive.org/search.php?query=Skanda-Pur%C4%81%E1%B9%87a
GP12sivap7_u,,,,,Śiva-Purāṇa 7 [Vāyavīya-Saṃhitā],,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/sivap7_u.htm,,https://archive.org/search.php?query=%C5%9Aiva-Pur%C4%81%E1%B9%87a
GP12sivap1_u,,,,,Śiva-Purāṇa 1 [Vidyeśvara-Saṃhitā],,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/sivap1_u.htm,,https://archive.org/search.php?query=%C5%9Aiva-Pur%C4%81%E1%B9%87a
GP12narsippu,,,,,Narasiṃha-Purāṇa,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/narsippu.htm,,https://archive.org/search.php?query=Narasi%E1%B9%83ha-Pur%C4%81%E1%B9%87a
GP12nardp2_u,,,,,Nārada-Purāṇa 2 [Nāradīya-Purāṇa 2],,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/nardp2_u.htm,,https://archive.org/search.php?query=N%C4%81rada-Pur%C4%81%E1%B9%87a
GP12nardp1_u,,,,,Nārada-Purāṇa 1 [Nāradīya-Purāṇa 1],,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/nardp1_u.htm,,https://archive.org/search.php?query=N%C4%81rada-Pur%C4%81%E1%B9%87a
GP12mtp176pu,,,,,Matsya-Purāṇa,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/mtp176pu.htm,,https://archive.org/search.php?query=Matsyapur%C4%81%E1%B9%87a
GP12mkp1-93u,,,,,Mārkaṇḍeya-Purāṇa,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/mkp1-93u.htm,,https://archive.org/search.php?query=M%C4%81rka%E1%B9%87%E1%B8%8Deya-Pur%C4%81%E1%B9%87a
GP12lip_2__u,,,,,"Liṅga-Purāṇa 2,1–55",,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/lip_2__u.htm,,https://archive.org/search.php?query=Li%E1%B9%85ga-Pur%C4%81%E1%B9%87a
GP12lip_1_pu,,,,,Liṅga-Purāṇa 1,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/lip_1_pu.htm,,https://archive.org/search.php?query=Li%E1%B9%85ga-Pur%C4%81%E1%B9%87a
GP12kurmp2_u,,,,,Kūrma-Purāṇa 2,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/kurmp2_u.htm,,https://archive.org/search.php?query=K%C5%ABrma-Pur%C4%81%E1%B9%87a
GP12kurmp1_u,,,,,Kūrma-Purāṇa 1,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/kurmp1_u.htm,,https://archive.org/search.php?query=K%C5%ABrma-Pur%C4%81%E1%B9%87a
GP12garup3_u,,,,,Garuḍa-Purāṇa 3,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/garup3_u.htm,,https://archive.org/search.php?query=Garu%E1%B8%8Da-Pur%C4%81%E1%B9%87a
GP12garup2_u,,,,,Garuḍa-Purāṇa 2,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/garup2_u.htm,,https://archive.org/search.php?query=Garu%E1%B8%8Da-Pur%C4%81%E1%B9%87a
GP12garup1_u,,,,,Garuḍa-Purāṇa 1,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/garup1_u.htm,,https://archive.org/search.php?query=Garu%E1%B8%8Da-Pur%C4%81%E1%B9%87a
GP12dbhp_dgu,,,,,Devīgītā [Devībhāgavata-Purāṇa],,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/dbhp_dgu.htm,,https://archive.org/search.php?query=Dev%C4%ABg%C4%ABt%C4%81
GP12brndp3_u,,,,,Brahmāṇḍa-Purāṇa 3,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/brndp3_u.htm,,https://archive.org/search.php?query=Brahm%C4%81%E1%B9%87%E1%B8%8Da-Pur%C4%81%E1%B9%87a
GP12brndp2_u,,,,,Brahmāṇḍa-Purāṇa 2,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/brndp2_u.htm,,https://archive.org/search.php?query=Brahm%C4%81%E1%B9%87%E1%B8%8Da-Pur%C4%81%E1%B9%87a
GP12brndp1_u,,,,,Brahmāṇḍa-Purāṇa 1,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/brndp1_u.htm,,https://archive.org/search.php?query=Brahm%C4%81%E1%B9%87%E1%B8%8Da-Pur%C4%81%E1%B9%87a
GP12agp_bi_u,,,,,Agni-Purāṇa,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/agp_bi_u.htm,,https://archive.org/search.php?query=Agni-Pur%C4%81%E1%B9%87a
GP11brahmppu,,,,,Brahma-Purāṇa,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/brahmap/brahmppu.htm,,https://archive.org/search.php?query=Brahma-Pur%C4%81%E1%B9%87a
GP10bhpc101u,,,,,"Bhāgavata-Purāṇa 10, 29–33",,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/bhagp/bhpc101u.htm,,https://archive.org/search.php?query=Bh%C4%81gavata-Pur%C4%81%E1%B9%87a
GP10bhp_12u,,,,,Bhāgavata-Purāṇa 12,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/bhagp/bhp_12u.htm,,https://archive.org/search.php?query=Bh%C4%81gavata-Pur%C4%81%E1%B9%87a
GP10bhp_11u,,,,,Bhāgavata-Purāṇa 11,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/bhagp/bhp_11u.htm,,https://archive.org/search.php?query=Bh%C4%81gavata-Pur%C4%81%E1%B9%87a
GP10bhp_10u,,,,,Bhāgavata-Purāṇa 10,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/bhagp/bhp_10u.htm,,https://archive.org/search.php?query=Bh%C4%81gavata-Pur%C4%81%E1%B9%87a
GP10bhp_09u,,,,,Bhāgavata-Purāṇa 9,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/bhagp/bhp_09u.htm,,https://archive.org/search.php?query=Bh%C4%81gavata-Pur%C4%81%E1%B9%87a
GP10bhp_08u,,,,,Bhāgavata-Purāṇa 8,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/bhagp/bhp_08u.htm,,https://archive.org/search.php?query=Bh%C4%81gavata-Pur%C4%81%E1%B9%87a
GP10bhp_07u,,,,,Bhāgavata-Purāṇa 7,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/bhagp/bhp_07u.htm,,https://archive.org/search.php?query=Bh%C4%81gavata-Pur%C4%81%E1%B9%87a
GP10bhp_06u,,,,,Bhāgavata-Purāṇa 6,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/bhagp/bhp_06u.htm,,https://archive.org/search.php?query=Bh%C4%81gavata-Pur%C4%81%E1%B9%87a
GP10bhp_05u,,,,,Bhāgavata-Purāṇa 5,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/bhagp/bhp_05u.htm,,https://archive.org/search.php?query=Bh%C4%81gavata-Pur%C4%81%E1%B9%87a
GP10bhp_04u,,,,,Bhāgavata-Purāṇa 4,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/bhagp/bhp_04u.htm,,https://archive.org/search.php?query=Bh%C4%81gavata-Pur%C4%81%E1%B9%87a
GP10bhp_03u,,,,,Bhāgavata-Purāṇa 3,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/bhagp/bhp_03u.htm,,https://archive.org/search.php?query=Bh%C4%81gavata-Pur%C4%81%E1%B9%87a
GP10bhp_02u,,,,,Bhāgavata-Purāṇa 2,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/bhagp/bhp_02u.htm,,https://archive.org/search.php?query=Bh%C4%81gavata-Pur%C4%81%E1%B9%87a
GP10bhp_01u,,,,,Bhāgavata-Purāṇa 1,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/bhagp/bhp_01u.htm,,https://archive.org/search.php?query=Bh%C4%81gavata-Pur%C4%81%E1%B9%87a
GK23kaulpradsam_u,,,,,Pradeśasaṃgraha,,Govind Kaul,P0AT0190,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/6_hist/kaulpradsam_u.htm,,
GK23jonart_pu,,,,,Rājataraṅginī,,Jonarāja and Pseudo-Jonarāja,P0AT0189,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/6_hist/jonart_pu.htm,,https://archive.org/search.php?query=R%C4%81jatara%E1%B9%85gin%C4%AB
GK22vispancu,,,,,Pañcatantra,,Viṣṇuśarma,P0AT0188,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/4_narr/vispancu.htm,,https://archive.org/search.php?query=Pa%C3%B1catantra
GK22vidsripu,,,,,Subhāṣitaratnakoṣa,,Vidyākara,P0AT0187,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/5_subhas/vidsripu.htm,,https://archive.org/details/subhasitaratnako0000vidy/mode/2up
GK22vidsrgpu,,,,,Subhāṣitaratnakoṣa,,Vidyākara,P0AT0187,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/5_subhas/vidsrgpu.htm,,https://archive.org/details/subhasitaratnako0000vidy/mode/2up
GK22valsubhu,,,,,Subhāṣitāvalī,,Vallabhadeva,P0AT0186,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/5_subhas/valsubhu.htm,,https://archive.org/search.php?query=Subh%C4%81%E1%B9%A3it%C4%81val%C4%AB
GK22msubhs_u,,,,,Mahāsubhāṣitasaṅgraha,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/5_subhas/msubhs_u.htm,,
GK22ksdarppu,,,,,Darpadalana,,Kṣemendra,P7847,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/5_subhas/ksdarppu.htm,,
GK22bharst_u,,,,,"Śatakatraya: 1. Nītiśataka, 2. Śṛṅgāraśataka, 3. Vairāgyaśataka",,Bhartṛhari,P1KG5874,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/5_subhas/bharst_u.htm,,https://archive.org/details/EpigramsAttributedToBhartrhariKosambiBookmarked/mode/2up
GK21ttrkhy2u,,,,,Tantrākhyāyika 2,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/4_narr/ttrkhy2u.htm,,https://archive.org/search.php?query=Tantr%C4%81khy%C4%81yika
GK21ttrkhy1u,,,,,Tantrākhyāyika 1,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/4_narr/ttrkhy1u.htm,,https://archive.org/search.php?query=Tantr%C4%81khy%C4%81yika
GK21suksaptu,,,,,Śukasaptati,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/4_narr/suksaptu.htm,,https://archive.org/search.php?query=%C5%9Aukasaptati
GK21soksvppu,,,,,Kathāsaritsāgara,,Somadeva,P0AT0184,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/4_narr/soksvppu.htm,,https://archive.org/search.php?query=Kath%C4%81sarits%C4%81gara
GK21sokss_pu,,,,,Kathāsaritsāgara,,Somadeva,P0AT0184,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/4_narr/sokss_pu.htm,,https://archive.org/search.php?query=Kath%C4%81sarits%C4%81gara
GK21hitop_u,,,,,Hitopadeśa,,Nārāyaṇa,P0AT0183,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/4_narr/hitop_u.htm,,https://archive.org/search.php?query=Hitopade%C5%9Ba
GK21brkas_pu,,,,,Bṛhatkathāślokasaṃgraha,,Buddhasvāmin,P0AT0182,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/4_narr/brkas_pu.htm,,
GK20sypadatu,,,,,Pāḍatāḍitaka,,Udīcya Śyāmilaka,P0AT0181,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/3_drama/sypadatu.htm,,
GK20ruysahlu,,,,,Sahṛdayalīlā,,Ruyyaka,P0AT0147,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/ruysahlu.htm,,https://archive.org/search.php?query=Sah%E1%B9%9Bdayal%C4%ABl%C4%81
GK20rmc1-3pu,,,,,Rāmacaritamahākāvya 1–3,,Abhinanda,P0AT0158,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/rmc1-3pu.htm,,
GK20mmatvipu,,,,,Mattavilāsaprahasana,,Mahendravarman I,P0AT0180,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/3_drama/mmatvipu.htm,,
GK20ksakunpu,,,,,Abhijñānaśākuntala,,Kālidāsa,P8058,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/3_drama/ksakunpu.htm,,https://archive.org/search.php?query=Abhij%C3%B1%C4%81na%C5%9B%C4%81kuntala
GK20hpriydpu,,,,,Priyadarśikā,,Harṣadeva,P7374,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/3_drama/hpriydpu.htm,,https://archive.org/search.php?query=Priyadar%C5%9Bik%C4%81
GK20hdratn_u,,,,,Ratnāvalīnāṭikā,,Harṣadeva,P7374,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/3_drama/hdratn_u.htm,,
GK20harnagau,,,,,Nāgānandanāṭaka,,Harṣadeva,P7374,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/3_drama/harnagau.htm,,
GK20dramfrag_pu,,,,,Dramatic Fragments (buddhist),,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/3_drama/dramfrag_pu.htm,,
GK20bhveni_u,,,,,Veṇīsaṃhāra,,Bhaṭṭanārāyaṇa,P0AT0179,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/3_drama/bhveni_u.htm,,https://archive.org/search.php?query=Ve%E1%B9%87%C4%ABsa%E1%B9%83h%C4%81ra
GK20bhassv_u,,,,,Svapnavāsavadatta,,Bhāsa,P0AT0178,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/3_drama/bhassv_u.htm,,https://archive.org/search.php?query=Svapnavasavadatta
GK20bhasdutu,,,,,Dūtavākya,,Bhāsa,P0AT0178,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/3_drama/bhasdutu.htm,,https://archive.org/search.php?query=D%C5%ABtav%C4%81kya
GK19uddkokpu,,,,,Kokilasandeśa,,Uddaṇḍa,P0AT0177,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/uddkokpu.htm,,
GK19suvasavu,,,,,Vāsavadattā,,Subandhu,P0AT0176,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/suvasavu.htm,,https://archive.org/search.php?query=Vasavadatta
GK19srngt_pu,,,,,Srngaratilaka,,Rudrabhaṭṭa,P0AT0175,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/srngt_pu.htm,,
GK19ruphamdu,,,,,Haṃsadūta,,Rūpa Gosvāmī,P0AT0135,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/ruphamdu.htm,,
GK19ramodtpu,,,,,Rāmodanta,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/ramodtpu.htm,,
GK19ragh1-6u,,,,,Raghuvaṃśa,,Kālidāsa,P8058,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/ragh1-6u.htm,,https://archive.org/search.php?query=Raghuva%E1%B9%83%C5%9Ba
GK19raggancu,,,,,Mahāgaṇapatistotra,,Rāghavacaitanya,P0AT0174,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/raggancu.htm,,
GK19padyavlu,,,,,Padyāvalī,,Rūpa Gosvāmī,P0AT0135,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/padyavlu.htm,,https://archive.org/search.php?query=Padyavali
GK19padnscpu,,,,,Navasāhasāṅkacarita,,Padmagupta [Parimala],P0AT0173,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/padnscpu.htm,,
GK19nkalivpu,,,,,Kaliviḍambana,,Nīlakaṇṭha Dīkṣita,P0AT0172,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/nkalivpu.htm,,
