sub_folder,xml_filename,index_title,link,notes,author,best_text,duplicate_of_standard
darśanāni,bhedojjīvanam.txt,Bhedojjīvana,https://sa.wikisource.org/wiki/%E0%A4%AD%E0%A5%87%E0%A4%A6%E0%A5%8B%E0%A4%9C%E0%A5%8D%E0%A4%9C%E0%A5%80%E0%A4%B5%E0%A4%A8%E0%A4%AE%E0%A5%8D,,,,
darśanāni,bhāvadīpaḥ.txt,Bhāvadīpa,https://sa.wikisource.org/wiki/%E0%A4%AD%E0%A4%BE%E0%A4%B5%E0%A4%A6%E0%A5%80%E0%A4%AA%E0%A4%83,,,,
darśanāni,bhāvaprakāśikā.txt,Bhāvaprakāśikā,https://sa.wikisource.org/wiki/%E0%A4%AD%E0%A4%BE%E0%A4%B5%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%95%E0%A4%BE%E0%A4%B6%E0%A4%BF%E0%A4%95%E0%A4%BE,,,,
darśanāni,bhāṭṭarahasyam_khaṇḍadevaḥ.txt,Bhāṭṭarahasyam,https://sa.wikisource.org/wiki/%E0%A4%AD%E0%A4%BE%E0%A4%9F%E0%A5%8D%E0%A4%9F%E0%A4%B0%E0%A4%B9%E0%A4%B8%E0%A5%8D%E0%A4%AF%E0%A4%AE%E0%A5%8D,,,,
darśanāni,brahmānucintanam.txt,Brahmānucintana,https://sa.wikisource.org/wiki/%E0%A4%AC%E0%A5%8D%E0%A4%B0%E0%A4%B9%E0%A5%8D%E0%A4%AE%E0%A4%BE%E0%A4%A8%E0%A5%81%E0%A4%9A%E0%A4%BF%E0%A4%A8%E0%A5%8D%E0%A4%A4%E0%A4%A8%E0%A4%AE%E0%A5%8D,,,,
darśanāni,brāhṛsūtrārthapadyamālikā.txt,Brāhṛsūtrārthapadyamālikā,https://sa.wikisource.org/wiki/%E0%A4%AC%E0%A5%8D%E0%A4%B0%E0%A4%BE%E0%A4%B9%E0%A5%83%E0%A4%B8%E0%A5%82%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%BE%E0%A4%B0%E0%A5%8D%E0%A4%A5%E0%A4%AA%E0%A4%A6%E0%A5%8D%E0%A4%AF%E0%A4%AE%E0%A4%BE%E0%A4%B2%E0%A4%BF%E0%A4%95%E0%A4%BE,,,,
darśanāni,caturhastikā.txt,Caturhastikā,https://sa.wikisource.org/wiki/%E0%A4%9A%E0%A4%A4%E0%A5%81%E0%A4%B0%E0%A5%8D%E0%A4%B9%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A4%BF%E0%A4%95%E0%A4%BE,,,,
darśanāni,cidgaganacandrikā.txt,Cidgaganacandrikā,https://sa.wikisource.org/wiki/%E0%A4%9A%E0%A4%BF%E0%A4%A6%E0%A5%8D%E0%A4%97%E0%A4%97%E0%A4%A8%E0%A4%9A%E0%A4%A8%E0%A5%8D%E0%A4%A6%E0%A5%8D%E0%A4%B0%E0%A4%BF%E0%A4%95%E0%A4%BE,,,,
darśanāni,dattātreyayogaśāstram.txt,Dattātreyayogaśāstra,https://sa.wikisource.org/wiki/%E0%A4%A6%E0%A4%A4%E0%A5%8D%E0%A4%A4%E0%A4%BE%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A5%87%E0%A4%AF%E0%A4%AF%E0%A5%8B%E0%A4%97%E0%A4%B6%E0%A4%BE%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%AE%E0%A5%8D,,,,
darśanāni,daśaślokī.txt,Daśaślokī,https://sa.wikisource.org/wiki/%E0%A4%A6%E0%A4%B6%E0%A4%B6%E0%A5%8D%E0%A4%B2%E0%A5%8B%E0%A4%95%E0%A5%80,,,,
darśanāni,daśaślokīstutiḥ_bṛhatstotraratnākarāntargatā.txt,Daśaślokīstuti (Bṛhatstotraratnākarāntargatā),https://sa.wikisource.org/wiki/%E0%A4%A6%E0%A4%B6%E0%A4%B6%E0%A5%8D%E0%A4%B2%E0%A5%8B%E0%A4%95%E0%A5%80%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A5%81%E0%A4%A4%E0%A4%BF%E0%A4%83_(%E0%A4%AC%E0%A5%83%E0%A4%B9%E0%A4%A4%E0%A5%8D%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A5%8B%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%B0%E0%A4%A4%E0%A5%8D%E0%A4%A8%E0%A4%BE%E0%A4%95%E0%A4%B0%E0%A4%BE%E0%A4%A8%E0%A5%8D%E0%A4%A4%E0%A4%B0%E0%A5%8D%E0%A4%97%E0%A4%A4%E0%A4%BE),,Śaṅkarācārya,,
darśanāni,dhanyāṣṭakam.txt,Dhanyāṣṭaka,https://sa.wikisource.org/wiki/%E0%A4%A7%E0%A4%A8%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%B7%E0%A5%8D%E0%A4%9F%E0%A4%95%E0%A4%AE%E0%A5%8D,,Śaṅkarācārya,,
darśanāni,dvaitadyumaṇipariśiṣṭam.txt,Dvaitadyumaṇipariśiṣṭa,https://sa.wikisource.org/wiki/%E0%A4%A6%E0%A5%8D%E0%A4%B5%E0%A5%88%E0%A4%A4%E0%A4%A6%E0%A5%8D%E0%A4%AF%E0%A5%81%E0%A4%AE%E0%A4%A3%E0%A4%BF%E0%A4%AA%E0%A4%B0%E0%A4%BF%E0%A4%B6%E0%A4%BF%E0%A4%B7%E0%A5%8D%E0%A4%9F%E0%A4%AE%E0%A5%8D,,,,
darśanāni,dvādaśastotrāṇi.txt,Dvādaśastotrāṇi,https://sa.wikisource.org/wiki/%E0%A4%A6%E0%A5%8D%E0%A4%B5%E0%A4%BE%E0%A4%A6%E0%A4%B6%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A5%8B%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%BE%E0%A4%A3%E0%A4%BF,,,,
darśanāni,dṛgdṛśyavivekaḥ.txt,Dṛgdṛśyaviveka,https://sa.wikisource.org/wiki/%E0%A4%A6%E0%A5%83%E0%A4%97%E0%A5%8D%E0%A4%A6%E0%A5%83%E0%A4%B6%E0%A5%8D%E0%A4%AF%E0%A4%B5%E0%A4%BF%E0%A4%B5%E0%A5%87%E0%A4%95%E0%A4%83,,,,
darśanāni,gurorguṇamaṇimālā.txt,Gurorguṇamaṇimālā,https://sa.wikisource.org/wiki/%E0%A4%97%E0%A5%81%E0%A4%B0%E0%A5%8B%E0%A4%B0%E0%A5%8D%E0%A4%97%E0%A5%81%E0%A4%A3%E0%A4%AE%E0%A4%A3%E0%A4%BF%E0%A4%AE%E0%A4%BE%E0%A4%B2%E0%A4%BE,,,,
darśanāni,gītābhāṣyatātparyacandrikā.txt,Gītābhāṣyatātparyacandrikā,https://sa.wikisource.org/wiki/%E0%A4%97%E0%A5%80%E0%A4%A4%E0%A4%BE%E0%A4%AD%E0%A4%BE%E0%A4%B7%E0%A5%8D%E0%A4%AF%E0%A4%A4%E0%A4%BE%E0%A4%A4%E0%A5%8D%E0%A4%AA%E0%A4%B0%E0%A5%8D%E0%A4%AF%E0%A4%9A%E0%A4%A8%E0%A5%8D%E0%A4%A6%E0%A5%8D%E0%A4%B0%E0%A4%BF%E0%A4%95%E0%A4%BE,,,,
darśanāni,gītātātparyanirṇayaḥ.txt,Gītātātparyanirṇaya,https://sa.wikisource.org/wiki/%E0%A4%97%E0%A5%80%E0%A4%A4%E0%A4%BE%E0%A4%A4%E0%A4%BE%E0%A4%A4%E0%A5%8D%E0%A4%AA%E0%A4%B0%E0%A5%8D%E0%A4%AF%E0%A4%A8%E0%A4%BF%E0%A4%B0%E0%A5%8D%E0%A4%A3%E0%A4%AF%E0%A4%83,,,,
darśanāni,gītātātparyaṭīkābhāvadīpaḥ.txt,Gītātātparyaṭīkābhāvadīpa,https://sa.wikisource.org/wiki/%E0%A4%97%E0%A5%80%E0%A4%A4%E0%A4%BE%E0%A4%A4%E0%A4%BE%E0%A4%A4%E0%A5%8D%E0%A4%AA%E0%A4%B0%E0%A5%8D%E0%A4%AF%E0%A4%9F%E0%A5%80%E0%A4%95%E0%A4%BE%E0%A4%AD%E0%A4%BE%E0%A4%B5%E0%A4%A6%E0%A5%80%E0%A4%AA%E0%A4%83,,,,
darśanāni,jayantīkalpaḥ.txt,Jayantīkalpa,https://sa.wikisource.org/wiki/%E0%A4%9C%E0%A4%AF%E0%A4%A8%E0%A5%8D%E0%A4%A4%E0%A5%80%E0%A4%95%E0%A4%B2%E0%A5%8D%E0%A4%AA%E0%A4%83,,,,
darśanāni,jinendraguṇasaṃstutiḥ.txt,Jinendraguṇasaṃstuti,https://sa.wikisource.org/wiki/%E0%A4%9C%E0%A4%BF%E0%A4%A8%E0%A5%87%E0%A4%A8%E0%A5%8D%E0%A4%A6%E0%A5%8D%E0%A4%B0%E0%A4%97%E0%A5%81%E0%A4%A3%E0%A4%B8%E0%A4%82%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A5%81%E0%A4%A4%E0%A4%BF%E0%A4%83,,,,
darśanāni,jīvanmuktānandalaharī.txt,Jīvanmuktānandalaharī,https://sa.wikisource.org/wiki/%E0%A4%9C%E0%A5%80%E0%A4%B5%E0%A4%A8%E0%A5%8D%E0%A4%AE%E0%A5%81%E0%A4%95%E0%A5%8D%E0%A4%A4%E0%A4%BE%E0%A4%A8%E0%A4%A8%E0%A5%8D%E0%A4%A6%E0%A4%B2%E0%A4%B9%E0%A4%B0%E0%A5%80,,,,
darśanāni,karmanirṇayaḥ.txt,Karmanirṇaya,https://sa.wikisource.org/wiki/%E0%A4%95%E0%A4%B0%E0%A5%8D%E0%A4%AE%E0%A4%A8%E0%A4%BF%E0%A4%B0%E0%A5%8D%E0%A4%A3%E0%A4%AF%E0%A4%83,,,,
darśanāni,kaupīnapañcakam.txt,Kaupīnapañcaka,https://sa.wikisource.org/wiki/%E0%A4%95%E0%A5%8C%E0%A4%AA%E0%A5%80%E0%A4%A8%E0%A4%AA%E0%A4%9E%E0%A5%8D%E0%A4%9A%E0%A4%95%E0%A4%AE%E0%A5%8D,,,,
darśanāni,kenopaniṣadbhāṣyam.txt,Kenopaniṣadbhāṣya,https://sa.wikisource.org/wiki/%E0%A4%95%E0%A5%87%E0%A4%A8%E0%A5%8B%E0%A4%AA%E0%A4%A8%E0%A4%BF%E0%A4%B7%E0%A4%A6%E0%A5%8D%E0%A4%AD%E0%A4%BE%E0%A4%B7%E0%A5%8D%E0%A4%AF%E0%A4%AE%E0%A5%8D,,,,
darśanāni,kriyāsāraḥ.txt,Kriyāsāra,https://sa.wikisource.org/wiki/%E0%A4%95%E0%A5%8D%E0%A4%B0%E0%A4%BF%E0%A4%AF%E0%A4%BE%E0%A4%B8%E0%A4%BE%E0%A4%B0%E0%A4%83,,,,
darśanāni,kārikāvali.txt,Kārikāvali,https://sa.wikisource.org/wiki/%E0%A4%95%E0%A4%BE%E0%A4%B0%E0%A4%BF%E0%A4%95%E0%A4%BE%E0%A4%B5%E0%A4%B2%E0%A4%BF,,,,
darśanāni,laghuvākyavṛttiḥ.txt,Laghuvākyavṛtti,https://sa.wikisource.org/wiki/%E0%A4%B2%E0%A4%98%E0%A5%81%E0%A4%B5%E0%A4%BE%E0%A4%95%E0%A5%8D%E0%A4%AF%E0%A4%B5%E0%A5%83%E0%A4%A4%E0%A5%8D%E0%A4%A4%E0%A4%BF%E0%A4%83,,,,
darśanāni,laghuyogavāsiṣṭhaḥ.txt,Laghuyogavāsiṣṭha,https://sa.wikisource.org/wiki/%E0%A4%B2%E0%A4%98%E0%A5%81%E0%A4%AF%E0%A5%8B%E0%A4%97%E0%A4%B5%E0%A4%BE%E0%A4%B8%E0%A4%BF%E0%A4%B7%E0%A5%8D%E0%A4%A0%E0%A4%83,,,,
darśanāni,manīṣāpañcakam.txt,Manīṣāpañcaka,https://sa.wikisource.org/wiki/%E0%A4%AE%E0%A4%A8%E0%A5%80%E0%A4%B7%E0%A4%BE%E0%A4%AA%E0%A4%9E%E0%A5%8D%E0%A4%9A%E0%A4%95%E0%A4%AE%E0%A5%8D,,,,
darśanāni,mokṣopāyaṭīkā.txt,Mokṣopāyaṭīkā,https://sa.wikisource.org/wiki/%E0%A4%AE%E0%A5%8B%E0%A4%95%E0%A5%8D%E0%A4%B7%E0%A5%8B%E0%A4%AA%E0%A4%BE%E0%A4%AF%E0%A4%9F%E0%A5%80%E0%A4%95%E0%A4%BE,,Bhāskarakaṇṭha,,
darśanāni,muṇḍakopaniṣadbhāṣyam.txt,Muṇḍakopaniṣadbhāṣya,https://sa.wikisource.org/wiki/%E0%A4%AE%E0%A5%81%E0%A4%A3%E0%A5%8D%E0%A4%A1%E0%A4%95%E0%A5%8B%E0%A4%AA%E0%A4%A8%E0%A4%BF%E0%A4%B7%E0%A4%A6%E0%A5%8D%E0%A4%AD%E0%A4%BE%E0%A4%B7%E0%A5%8D%E0%A4%AF%E0%A4%AE%E0%A5%8D,,,,
darśanāni,mānameyodayaḥ_nārāyaṇabhaṭṭaḥ.txt,Mānameyodaya,https://sa.wikisource.org/wiki/%E0%A4%AE%E0%A4%BE%E0%A4%A8%E0%A4%AE%E0%A5%87%E0%A4%AF%E0%A5%8B%E0%A4%A6%E0%A4%AF%E0%A4%83,,Nārāyaṇabhaṭṭa,,
darśanāni,māyāpañcakam.txt,Māyāpañcaka,https://sa.wikisource.org/wiki/%E0%A4%AE%E0%A4%BE%E0%A4%AF%E0%A4%BE%E0%A4%AA%E0%A4%9E%E0%A5%8D%E0%A4%9A%E0%A4%95%E0%A4%AE%E0%A5%8D,,,,
darśanāni,mīmāṃsānyāyaprakāśaḥ_āpadevaḥ.txt,Mīmāṃsānyāyaprakāśa,https://sa.wikisource.org/wiki/%E0%A4%AE%E0%A5%80%E0%A4%AE%E0%A4%BE%E0%A4%82%E0%A4%B8%E0%A4%BE%E0%A4%A8%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%AF%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%95%E0%A4%BE%E0%A4%B6%E0%A4%83,,Āpadeva,,
darśanāni,mīmāṃsāparibhāṣā_kṛṣṇayajvaḥ.txt,Mīmāṃsāparibhāṣā,https://sa.wikisource.org/wiki/%E0%A4%AE%E0%A5%80%E0%A4%AE%E0%A4%BE%E0%A4%82%E0%A4%B8%E0%A4%BE%E0%A4%AA%E0%A4%B0%E0%A4%BF%E0%A4%AD%E0%A4%BE%E0%A4%B7%E0%A4%BE,,Kṛṣṇayajva,,
darśanāni,naiṣkarmyasiddhiḥ.txt,Naiṣkarmyasiddhi,https://sa.wikisource.org/wiki/%E0%A4%A8%E0%A5%88%E0%A4%B7%E0%A5%8D%E0%A4%95%E0%A4%B0%E0%A5%8D%E0%A4%AE%E0%A5%8D%E0%A4%AF%E0%A4%B8%E0%A4%BF%E0%A4%A6%E0%A5%8D%E0%A4%A7%E0%A4%BF%E0%A4%83,,Sureśvara,,
darśanāni,nayamayūkhamālikā.txt,Nayamayūkhamālikā,https://sa.wikisource.org/wiki/%E0%A4%A8%E0%A4%AF%E0%A4%AE%E0%A4%AF%E0%A5%82%E0%A4%96%E0%A4%AE%E0%A4%BE%E0%A4%B2%E0%A4%BF%E0%A4%95%E0%A4%BE,,,,
darśanāni,nayasaṅgatimālikā.txt,Nayasaṅgatimālikā,https://sa.wikisource.org/wiki/%E0%A4%A8%E0%A4%AF%E0%A4%B8%E0%A4%99%E0%A5%8D%E0%A4%97%E0%A4%A4%E0%A4%BF%E0%A4%AE%E0%A4%BE%E0%A4%B2%E0%A4%BF%E0%A4%95%E0%A4%BE,,,,
darśanāni,nirguṇamānasapūjā.txt,Nirguṇamānasapūjā,https://sa.wikisource.org/wiki/%E0%A4%A8%E0%A4%BF%E0%A4%B0%E0%A5%8D%E0%A4%97%E0%A5%81%E0%A4%A3%E0%A4%AE%E0%A4%BE%E0%A4%A8%E0%A4%B8%E0%A4%AA%E0%A5%82%E0%A4%9C%E0%A4%BE,,,,
darśanāni,nirvāṇamañjarī.txt,Nirvāṇamañjarī,https://sa.wikisource.org/wiki/%E0%A4%A8%E0%A4%BF%E0%A4%B0%E0%A5%8D%E0%A4%B5%E0%A4%BE%E0%A4%A3%E0%A4%AE%E0%A4%9E%E0%A5%8D%E0%A4%9C%E0%A4%B0%E0%A5%80,,,,
darśanāni,nirvāṇaṣaṭkam.txt,Nirvāṇaṣaṭka,https://sa.wikisource.org/wiki/%E0%A4%A8%E0%A4%BF%E0%A4%B0%E0%A5%8D%E0%A4%B5%E0%A4%BE%E0%A4%A3%E0%A4%B7%E0%A4%9F%E0%A5%8D%E0%A4%95%E0%A4%AE%E0%A5%8D,,,,
darśanāni,nyāyadīpikā.txt,Nyāyadīpikā,https://sa.wikisource.org/wiki/%E0%A4%A8%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%AF%E0%A4%A6%E0%A5%80%E0%A4%AA%E0%A4%BF%E0%A4%95%E0%A4%BE,,,,
darśanāni,nyāyakalāpasaṅgrahaḥ.txt,Nyāyakalāpasaṅgraha,https://sa.wikisource.org/wiki/%E0%A4%A8%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%AF%E0%A4%95%E0%A4%B2%E0%A4%BE%E0%A4%AA%E0%A4%B8%E0%A4%99%E0%A5%8D%E0%A4%97%E0%A5%8D%E0%A4%B0%E0%A4%B9%E0%A4%83,,,,
darśanāni,nyāyamuktāvalī.txt,Nyāyamuktāvalī,https://sa.wikisource.org/wiki/%E0%A4%A8%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%AF%E0%A4%AE%E0%A5%81%E0%A4%95%E0%A5%8D%E0%A4%A4%E0%A4%BE%E0%A4%B5%E0%A4%B2%E0%A5%80,,,,
darśanāni,nyāyasiddhāntamuktāvalī.txt,Nyāyasiddhāntamuktāvalī,https://sa.wikisource.org/wiki/%E0%A4%A8%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%AF%E0%A4%B8%E0%A4%BF%E0%A4%A6%E0%A5%8D%E0%A4%A7%E0%A4%BE%E0%A4%A8%E0%A5%8D%E0%A4%A4%E0%A4%AE%E0%A5%81%E0%A4%95%E0%A5%8D%E0%A4%A4%E0%A4%BE%E0%A4%B5%E0%A4%B2%E0%A5%80,,Viśvanāthapañcānana,,
darśanāni,parāprāveśikā.txt,Parāprāveśikā,https://sa.wikisource.org/wiki/%E0%A4%AA%E0%A4%B0%E0%A4%BE%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%BE%E0%A4%B5%E0%A5%87%E0%A4%B6%E0%A4%BF%E0%A4%95%E0%A4%BE,,,,
darśanāni,pañcadaśī.txt,Pañcadaśī,https://sa.wikisource.org/wiki/%E0%A4%AA%E0%A4%9E%E0%A5%8D%E0%A4%9A%E0%A4%A6%E0%A4%B6%E0%A5%80,,Vidyāraṇya,,
darśanāni,pañcapādikāvivaraṇam.txt,Pañcapādikāvivaraṇa,https://sa.wikisource.org/wiki/%E0%A4%AA%E0%A4%9E%E0%A5%8D%E0%A4%9A%E0%A4%AA%E0%A4%BE%E0%A4%A6%E0%A4%BF%E0%A4%95%E0%A4%BE%E0%A4%B5%E0%A4%BF%E0%A4%B5%E0%A4%B0%E0%A4%A3%E0%A4%AE%E0%A5%8D,,Śrīprakāśātmayati,,
darśanāni,pañcīkaraṇam.txt,Pañcīkaraṇa,https://sa.wikisource.org/wiki/%E0%A4%AA%E0%A4%9E%E0%A5%8D%E0%A4%9A%E0%A5%80%E0%A4%95%E0%A4%B0%E0%A4%A3%E0%A4%AE%E0%A5%8D,,,,
darśanāni,prabodhasudhākaraḥ.txt,Prabodhasudhākara,https://sa.wikisource.org/wiki/%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%AC%E0%A5%8B%E0%A4%A7%E0%A4%B8%E0%A5%81%E0%A4%A7%E0%A4%BE%E0%A4%95%E0%A4%B0%E0%A4%83,,,,
darśanāni,pramāṇalakṣaṇam.txt,Pramāṇalakṣaṇa,https://sa.wikisource.org/wiki/%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%AE%E0%A4%BE%E0%A4%A3%E0%A4%B2%E0%A4%95%E0%A5%8D%E0%A4%B7%E0%A4%A3%E0%A4%AE%E0%A5%8D,,,,
darśanāni,pramāṇapaddhatiḥ.txt,Pramāṇapaddhati,https://sa.wikisource.org/wiki/%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%AE%E0%A4%BE%E0%A4%A3%E0%A4%AA%E0%A4%A6%E0%A5%8D%E0%A4%A7%E0%A4%A4%E0%A4%BF%E0%A4%83,,,,
darśanāni,prauḍhānubhūtiḥ_samūlam.txt,Prauḍhānubhūti,https://sa.wikisource.org/wiki/%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A5%8C%E0%A4%A2%E0%A4%BE%E0%A4%A8%E0%A5%81%E0%A4%AD%E0%A5%82%E0%A4%A4%E0%A4%BF%E0%A4%83,,,,
darśanāni,prauḍhānubhūtiḥ.txt,Prauḍhānubhūti,https://sa.wikisource.org/wiki/%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A5%8C%E0%A4%A2%E0%A4%BE%E0%A4%A8%E0%A5%81%E0%A4%AD%E0%A5%82%E0%A4%A4%E0%A4%BF%E0%A4%83,,,,
darśanāni,praśnottararatnamālikā.txt,Praśnottararatnamālikā,https://sa.wikisource.org/wiki/%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%B6%E0%A5%8D%E0%A4%A8%E0%A5%8B%E0%A4%A4%E0%A5%8D%E0%A4%A4%E0%A4%B0%E0%A4%B0%E0%A4%A4%E0%A5%8D%E0%A4%A8%E0%A4%AE%E0%A4%BE%E0%A4%B2%E0%A4%BF%E0%A4%95%E0%A4%BE,,,,
darśanāni,praṇavakalpaḥ.txt,Praṇavakalpa,https://sa.wikisource.org/wiki/%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%A3%E0%A4%B5%E0%A4%95%E0%A4%B2%E0%A5%8D%E0%A4%AA%E0%A4%83,,,,
darśanāni,pātañjalayogadarśanam_vyāsabhāṣyasametam.txt,Pātañjalayogadarśana (Vyāsabhāṣyasameta),https://sa.wikisource.org/wiki/%E0%A4%AA%E0%A4%BE%E0%A4%A4%E0%A4%9E%E0%A5%8D%E0%A4%9C%E0%A4%B2%E0%A4%AF%E0%A5%8B%E0%A4%97%E0%A4%A6%E0%A4%B0%E0%A5%8D%E0%A4%B6%E0%A4%A8%E0%A4%AE%E0%A5%8D_-_%E0%A4%B5%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%B8%E0%A4%AD%E0%A4%BE%E0%A4%B7%E0%A5%8D%E0%A4%AF%E0%A4%B8%E0%A4%AE%E0%A5%87%E0%A4%A4%E0%A4%AE%E0%A5%8D,,,,
