title,original_link,link,notes
baudhāyanagṛhyasūtram,बौधायनगृह्यसूत्रम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%AC%E0%A5%8C%E0%A4%A7%E0%A4%BE%E0%A4%AF%E0%A4%A8%E0%A4%97%E0%A5%83%E0%A4%B9%E0%A5%8D%E0%A4%AF%E0%A4%B8%E0%A5%82%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%AE%E0%A5%8D,
bodhāyanagṛhyaparibhāṣāsūtram,बौधायनगृह्यसूत्रम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%AC%E0%A5%8C%E0%A4%A7%E0%A4%BE%E0%A4%AF%E0%A4%A8%E0%A4%97%E0%A5%83%E0%A4%B9%E0%A5%8D%E0%A4%AF%E0%A4%B8%E0%A5%82%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%AE%E0%A5%8D,
bodhāyanagṛhyaśeṣasūtram,बौधायनगृह्यसूत्रम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%AC%E0%A5%8C%E0%A4%A7%E0%A4%BE%E0%A4%AF%E0%A4%A8%E0%A4%97%E0%A5%83%E0%A4%B9%E0%A5%8D%E0%A4%AF%E0%A4%B8%E0%A5%82%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%AE%E0%A5%8D,
bhāradvājagṛhyasūtram,भारद्वाजगृह्यसूत्रम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%AD%E0%A4%BE%E0%A4%B0%E0%A4%A6%E0%A5%8D%E0%A4%B5%E0%A4%BE%E0%A4%9C%E0%A4%97%E0%A5%83%E0%A4%B9%E0%A5%8D%E0%A4%AF%E0%A4%B8%E0%A5%82%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%AE%E0%A5%8D,
mānavagṛhyasūtram,,,included in gretil
laugākṣigṛhyasūtrāṇi,लौगाक्षि गृह्य सूत्राणि - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%B2%E0%A5%8C%E0%A4%97%E0%A4%BE%E0%A4%95%E0%A5%8D%E0%A4%B7%E0%A4%BF_%E0%A4%97%E0%A5%83%E0%A4%B9%E0%A5%8D%E0%A4%AF_%E0%A4%B8%E0%A5%82%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%BE%E0%A4%A3%E0%A4%BF,
vārāhagṛhyasūtram,,,included in gretil
śāṅkhāyanagṛhyasūtram,,,included in gretil
hiraṇyakeśigṛhyasūtram,हिरण्यकेशिगृह्यसूत्रम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%B9%E0%A4%BF%E0%A4%B0%E0%A4%A3%E0%A5%8D%E0%A4%AF%E0%A4%95%E0%A5%87%E0%A4%B6%E0%A4%BF%E0%A4%97%E0%A5%83%E0%A4%B9%E0%A5%8D%E0%A4%AF%E0%A4%B8%E0%A5%82%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%AE%E0%A5%8D,
āpastambadharmasūtram,,,included in gretil
gautamadharmasūtram,,,included in gretil
bodhāyanadharmasūtram,कल्पः/धर्मसूत्राणि/बोधायन-धर्मसूत्राणि - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%95%E0%A4%B2%E0%A5%8D%E0%A4%AA%E0%A4%83/%E0%A4%A7%E0%A4%B0%E0%A5%8D%E0%A4%AE%E0%A4%B8%E0%A5%82%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%BE%E0%A4%A3%E0%A4%BF/%E0%A4%AC%E0%A5%8B%E0%A4%A7%E0%A4%BE%E0%A4%AF%E0%A4%A8-%E0%A4%A7%E0%A4%B0%E0%A5%8D%E0%A4%AE%E0%A4%B8%E0%A5%82%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%BE%E0%A4%A3%E0%A4%BF,
vaikhānasadharmasūtram,कल्पः/धर्मसूत्राणि/वैखानस-धर्मसूत्राणि - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%95%E0%A4%B2%E0%A5%8D%E0%A4%AA%E0%A4%83/%E0%A4%A7%E0%A4%B0%E0%A5%8D%E0%A4%AE%E0%A4%B8%E0%A5%82%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%BE%E0%A4%A3%E0%A4%BF/%E0%A4%B5%E0%A5%88%E0%A4%96%E0%A4%BE%E0%A4%A8%E0%A4%B8-%E0%A4%A7%E0%A4%B0%E0%A5%8D%E0%A4%AE%E0%A4%B8%E0%A5%82%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%BE%E0%A4%A3%E0%A4%BF,
āpastambaśulbasūtrāṇi,कल्पः/शुल्बसूत्राणि/आपस्तम्बशुल्बसूत्राणि - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%95%E0%A4%B2%E0%A5%8D%E0%A4%AA%E0%A4%83/%E0%A4%B6%E0%A5%81%E0%A4%B2%E0%A5%8D%E0%A4%AC%E0%A4%B8%E0%A5%82%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%BE%E0%A4%A3%E0%A4%BF/%E0%A4%86%E0%A4%AA%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A4%AE%E0%A5%8D%E0%A4%AC%E0%A4%B6%E0%A5%81%E0%A4%B2%E0%A5%8D%E0%A4%AC%E0%A4%B8%E0%A5%82%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%BE%E0%A4%A3%E0%A4%BF,
kātyāyanaśulbasūtram,कात्यायनशुल्बसूत्रम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%95%E0%A4%BE%E0%A4%A4%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%AF%E0%A4%A8%E0%A4%B6%E0%A5%81%E0%A4%B2%E0%A5%8D%E0%A4%AC%E0%A4%B8%E0%A5%82%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%AE%E0%A5%8D,
baudhāyanaśulbasūtram,बौधायनशुल्बसूत्रम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%AC%E0%A5%8C%E0%A4%A7%E0%A4%BE%E0%A4%AF%E0%A4%A8%E0%A4%B6%E0%A5%81%E0%A4%B2%E0%A5%8D%E0%A4%AC%E0%A4%B8%E0%A5%82%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%AE%E0%A5%8D,
mānavaśulbasūtram,मानवशुल्बसूत्रम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%AE%E0%A4%BE%E0%A4%A8%E0%A4%B5%E0%A4%B6%E0%A5%81%E0%A4%B2%E0%A5%8D%E0%A4%AC%E0%A4%B8%E0%A5%82%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%AE%E0%A5%8D,
āpastambaśrautasūtram,आपस्तम्ब-श्रौतसूत्रम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%86%E0%A4%AA%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A4%AE%E0%A5%8D%E0%A4%AC-%E0%A4%B6%E0%A5%8D%E0%A4%B0%E0%A5%8C%E0%A4%A4%E0%A4%B8%E0%A5%82%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%AE%E0%A5%8D,
āpastambīyaśrautasūtram,आपस्तम्बीयश्रौतसूत्रम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%86%E0%A4%AA%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A4%AE%E0%A5%8D%E0%A4%AC%E0%A5%80%E0%A4%AF%E0%A4%B6%E0%A5%8D%E0%A4%B0%E0%A5%8C%E0%A4%A4%E0%A4%B8%E0%A5%82%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%AE%E0%A5%8D,
ārṣeyakalpaḥ,आर्षेयकल्पः - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%86%E0%A4%B0%E0%A5%8D%E0%A4%B7%E0%A5%87%E0%A4%AF%E0%A4%95%E0%A4%B2%E0%A5%8D%E0%A4%AA%E0%A4%83,
āśvalāyanaśrautasūtram,,,included in gretil
kātyāyanaśrautasūtram,कल्पः/श्रौतसूत्राणि/कात्यायन-श्रौतसूत्रम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%95%E0%A4%B2%E0%A5%8D%E0%A4%AA%E0%A4%83/%E0%A4%B6%E0%A5%8D%E0%A4%B0%E0%A5%8C%E0%A4%A4%E0%A4%B8%E0%A5%82%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%BE%E0%A4%A3%E0%A4%BF/%E0%A4%95%E0%A4%BE%E0%A4%A4%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%AF%E0%A4%A8-%E0%A4%B6%E0%A5%8D%E0%A4%B0%E0%A5%8C%E0%A4%A4%E0%A4%B8%E0%A5%82%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%AE%E0%A5%8D,
kṣudrakalpasūtram,कल्पः/श्रौतसूत्राणि/क्षुद्रकल्पसूत्रम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%95%E0%A4%B2%E0%A5%8D%E0%A4%AA%E0%A4%83/%E0%A4%B6%E0%A5%8D%E0%A4%B0%E0%A5%8C%E0%A4%A4%E0%A4%B8%E0%A5%82%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%BE%E0%A4%A3%E0%A4%BF/%E0%A4%95%E0%A5%8D%E0%A4%B7%E0%A5%81%E0%A4%A6%E0%A5%8D%E0%A4%B0%E0%A4%95%E0%A4%B2%E0%A5%8D%E0%A4%AA%E0%A4%B8%E0%A5%82%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%AE%E0%A5%8D,
drāhyāyaṇaśrautasūtram,कल्पः/श्रौतसूत्राणि/द्राह्यायणश्रौतसूत्रम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%95%E0%A4%B2%E0%A5%8D%E0%A4%AA%E0%A4%83/%E0%A4%B6%E0%A5%8D%E0%A4%B0%E0%A5%8C%E0%A4%A4%E0%A4%B8%E0%A5%82%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%BE%E0%A4%A3%E0%A4%BF/%E0%A4%A6%E0%A5%8D%E0%A4%B0%E0%A4%BE%E0%A4%B9%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%AF%E0%A4%A3%E0%A4%B6%E0%A5%8D%E0%A4%B0%E0%A5%8C%E0%A4%A4%E0%A4%B8%E0%A5%82%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%AE%E0%A5%8D,
bhāradvājaśrautasūtram,कल्पः/श्रौतसूत्राणि/भारद्वाज-श्रौतसूत्रम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%95%E0%A4%B2%E0%A5%8D%E0%A4%AA%E0%A4%83/%E0%A4%B6%E0%A5%8D%E0%A4%B0%E0%A5%8C%E0%A4%A4%E0%A4%B8%E0%A5%82%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%BE%E0%A4%A3%E0%A4%BF/%E0%A4%AD%E0%A4%BE%E0%A4%B0%E0%A4%A6%E0%A5%8D%E0%A4%B5%E0%A4%BE%E0%A4%9C-%E0%A4%B6%E0%A5%8D%E0%A4%B0%E0%A5%8C%E0%A4%A4%E0%A4%B8%E0%A5%82%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%AE%E0%A5%8D,
baudhāyanaśrautasūtram,बौधायनश्रौतसूत्रम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%AC%E0%A5%8C%E0%A4%A7%E0%A4%BE%E0%A4%AF%E0%A4%A8%E0%A4%B6%E0%A5%8D%E0%A4%B0%E0%A5%8C%E0%A4%A4%E0%A4%B8%E0%A5%82%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%AE%E0%A5%8D,
mānavaśrautasūtram,कल्पः/श्रौतसूत्राणि/मानव-श्रौतसूत्रम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%95%E0%A4%B2%E0%A5%8D%E0%A4%AA%E0%A4%83/%E0%A4%B6%E0%A5%8D%E0%A4%B0%E0%A5%8C%E0%A4%A4%E0%A4%B8%E0%A5%82%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%BE%E0%A4%A3%E0%A4%BF/%E0%A4%AE%E0%A4%BE%E0%A4%A8%E0%A4%B5-%E0%A4%B6%E0%A5%8D%E0%A4%B0%E0%A5%8C%E0%A4%A4%E0%A4%B8%E0%A5%82%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%AE%E0%A5%8D,
maśakakalpasūtram,मशककल्पसूत्रम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%AE%E0%A4%B6%E0%A4%95%E0%A4%95%E0%A4%B2%E0%A5%8D%E0%A4%AA%E0%A4%B8%E0%A5%82%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%AE%E0%A5%8D,
vaikhānasaśrautasūtram,कल्पः/श्रौतसूत्राणि/वैखानस-श्रौतसूत्रम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%95%E0%A4%B2%E0%A5%8D%E0%A4%AA%E0%A4%83/%E0%A4%B6%E0%A5%8D%E0%A4%B0%E0%A5%8C%E0%A4%A4%E0%A4%B8%E0%A5%82%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%BE%E0%A4%A3%E0%A4%BF/%E0%A4%B5%E0%A5%88%E0%A4%96%E0%A4%BE%E0%A4%A8%E0%A4%B8-%E0%A4%B6%E0%A5%8D%E0%A4%B0%E0%A5%8C%E0%A4%A4%E0%A4%B8%E0%A5%82%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%AE%E0%A5%8D,
vaitānaśrautasūtram,,,included in gretil
śāṅkhāyanaśrautasūtram,,,included in gretil
śrautapadārthanirvacanam,कल्पः/श्रौतसूत्राणि/श्रौतपदार्थनिर्वचनम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%95%E0%A4%B2%E0%A5%8D%E0%A4%AA%E0%A4%83/%E0%A4%B6%E0%A5%8D%E0%A4%B0%E0%A5%8C%E0%A4%A4%E0%A4%B8%E0%A5%82%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%BE%E0%A4%A3%E0%A4%BF/%E0%A4%B6%E0%A5%8D%E0%A4%B0%E0%A5%8C%E0%A4%A4%E0%A4%AA%E0%A4%A6%E0%A4%BE%E0%A4%B0%E0%A5%8D%E0%A4%A5%E0%A4%A8%E0%A4%BF%E0%A4%B0%E0%A5%8D%E0%A4%B5%E0%A4%9A%E0%A4%A8%E0%A4%AE%E0%A5%8D,
hiraṇyakeśiśrautasūtram,कल्पः/श्रौतसूत्राणि/हिरण्यकेशि-श्रौतसूत्रम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%95%E0%A4%B2%E0%A5%8D%E0%A4%AA%E0%A4%83/%E0%A4%B6%E0%A5%8D%E0%A4%B0%E0%A5%8C%E0%A4%A4%E0%A4%B8%E0%A5%82%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%BE%E0%A4%A3%E0%A4%BF/%E0%A4%B9%E0%A4%BF%E0%A4%B0%E0%A4%A3%E0%A5%8D%E0%A4%AF%E0%A4%95%E0%A5%87%E0%A4%B6%E0%A4%BF-%E0%A4%B6%E0%A5%8D%E0%A4%B0%E0%A5%8C%E0%A4%A4%E0%A4%B8%E0%A5%82%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%AE%E0%A5%8D,
anukramaṇikā:āpastambīyaṃ śrautasūtram,अनुक्रमणिका:आपस्तम्बीयं श्रौतसूत्रम्.djvu - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%85%E0%A4%A8%E0%A5%81%E0%A4%95%E0%A5%8D%E0%A4%B0%E0%A4%AE%E0%A4%A3%E0%A4%BF%E0%A4%95%E0%A4%BE:%E0%A4%86%E0%A4%AA%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A4%AE%E0%A5%8D%E0%A4%AC%E0%A5%80%E0%A4%AF%E0%A4%82_%E0%A4%B6%E0%A5%8D%E0%A4%B0%E0%A5%8C%E0%A4%A4%E0%A4%B8%E0%A5%82%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%AE%E0%A5%8D.djvu,
manusmṛtiḥ,,,included in gretil
yājñavalkyasmṛtiḥ,,,included in gretil
āṅgirasasmṛtiḥ,,,included in gretil
kaśyapasmṛtiḥ,कश्यपस्मृतिः - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%95%E0%A4%B6%E0%A5%8D%E0%A4%AF%E0%A4%AA%E0%A4%B8%E0%A5%8D%E0%A4%AE%E0%A5%83%E0%A4%A4%E0%A4%BF%E0%A4%83,
kātyāyanasmṛtiḥ,,,included in gretil
devalasmṛtiḥ,देवलस्मृतिः - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%A6%E0%A5%87%E0%A4%B5%E0%A4%B2%E0%A4%B8%E0%A5%8D%E0%A4%AE%E0%A5%83%E0%A4%A4%E0%A4%BF%E0%A4%83,
nāradasmṛtiḥ,,,included in gretil
parāśarasmṛtiḥ,,,included in gretil
pulastyasmṛtiḥ,पुलस्त्यस्मृतिः - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%AA%E0%A5%81%E0%A4%B2%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A5%8D%E0%A4%AF%E0%A4%B8%E0%A5%8D%E0%A4%AE%E0%A5%83%E0%A4%A4%E0%A4%BF%E0%A4%83,
bṛhadyamasmṛtiḥ,बृहद्यमस्मृतिः - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%AC%E0%A5%83%E0%A4%B9%E0%A4%A6%E0%A5%8D%E0%A4%AF%E0%A4%AE%E0%A4%B8%E0%A5%8D%E0%A4%AE%E0%A5%83%E0%A4%A4%E0%A4%BF%E0%A4%83,
bṛhaspatismṛtiḥ,,,included in gretil
bṛhaspatismṛtiḥ,,,included in gretil
yamasmṛtiḥ,,,included in gretil
viśvāmitrasmṛtiḥ,विश्वामित्रस्मृतिः - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%B5%E0%A4%BF%E0%A4%B6%E0%A5%8D%E0%A4%B5%E0%A4%BE%E0%A4%AE%E0%A4%BF%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%B8%E0%A5%8D%E0%A4%AE%E0%A5%83%E0%A4%A4%E0%A4%BF%E0%A4%83,
viṣṇusmṛtiḥ,,,included in gretil
āryamañjuśrīmūlakalpam,आर्यमञ्जुश्रीमूलकल्पम्-भागः १ - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%86%E0%A4%B0%E0%A5%8D%E0%A4%AF%E0%A4%AE%E0%A4%9E%E0%A5%8D%E0%A4%9C%E0%A5%81%E0%A4%B6%E0%A5%8D%E0%A4%B0%E0%A5%80%E0%A4%AE%E0%A5%82%E0%A4%B2%E0%A4%95%E0%A4%B2%E0%A5%8D%E0%A4%AA%E0%A4%AE%E0%A5%8D-%E0%A4%AD%E0%A4%BE%E0%A4%97%E0%A4%83_%E0%A5%A7,
chandomañjarī,छन्दोमञ्जरी - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%9B%E0%A4%A8%E0%A5%8D%E0%A4%A6%E0%A5%8B%E0%A4%AE%E0%A4%9E%E0%A5%8D%E0%A4%9C%E0%A4%B0%E0%A5%80,
piṅgalachandaḥsūtram,पिङ्गलछन्दःसूत्रम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%AA%E0%A4%BF%E0%A4%99%E0%A5%8D%E0%A4%97%E0%A4%B2%E0%A4%9B%E0%A4%A8%E0%A5%8D%E0%A4%A6%E0%A4%83%E0%A4%B8%E0%A5%82%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%AE%E0%A5%8D,
bṛhaddevatā,बृहद्देवता - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%AC%E0%A5%83%E0%A4%B9%E0%A4%A6%E0%A5%8D%E0%A4%A6%E0%A5%87%E0%A4%B5%E0%A4%A4%E0%A4%BE,
vṛttamālāstutiḥ,,,included in gretil
vṛttaratnākaraḥ,,,included in gretil
sukavihṛdayānandinī,,,
ātharvaṇajyotiṣam,आथर्वणज्योतिषम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%86%E0%A4%A5%E0%A4%B0%E0%A5%8D%E0%A4%B5%E0%A4%A3%E0%A4%9C%E0%A5%8D%E0%A4%AF%E0%A5%8B%E0%A4%A4%E0%A4%BF%E0%A4%B7%E0%A4%AE%E0%A5%8D,
āryabhaṭīyam,,,included in gretil
karaṇakaustubhaḥ,करणकौस्तुभः - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%95%E0%A4%B0%E0%A4%A3%E0%A4%95%E0%A5%8C%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A5%81%E0%A4%AD%E0%A4%83,
karaṇapaddhatiḥ,करणपद्धतिः - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%95%E0%A4%B0%E0%A4%A3%E0%A4%AA%E0%A4%A6%E0%A5%8D%E0%A4%A7%E0%A4%A4%E0%A4%BF%E0%A4%83,
karaṇaprakāśaḥ,करणप्रकाशः - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%95%E0%A4%B0%E0%A4%A3%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%95%E0%A4%BE%E0%A4%B6%E0%A4%83,
karmapradīpaḥ,कर्मप्रदीपः (प्रपाठकः १ खण्डः १) - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%95%E0%A4%B0%E0%A5%8D%E0%A4%AE%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%A6%E0%A5%80%E0%A4%AA%E0%A4%83_(%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%AA%E0%A4%BE%E0%A4%A0%E0%A4%95%E0%A4%83_%E0%A5%A7_%E0%A4%96%E0%A4%A3%E0%A5%8D%E0%A4%A1%E0%A4%83_%E0%A5%A7),
golādhyāyaḥ,गोलाध्यायः (सिद्धान्तशिरोमणेः प्रथमो भागः) - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%97%E0%A5%8B%E0%A4%B2%E0%A4%BE%E0%A4%A7%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%AF%E0%A4%83_(%E0%A4%B8%E0%A4%BF%E0%A4%A6%E0%A5%8D%E0%A4%A7%E0%A4%BE%E0%A4%A8%E0%A5%8D%E0%A4%A4%E0%A4%B6%E0%A4%BF%E0%A4%B0%E0%A5%8B%E0%A4%AE%E0%A4%A3%E0%A5%87%E0%A4%83_%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%A5%E0%A4%AE%E0%A5%8B_%E0%A4%AD%E0%A4%BE%E0%A4%97%E0%A4%83),
nāradasaṃhitā,नारदसंहिता - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%A8%E0%A4%BE%E0%A4%B0%E0%A4%A6%E0%A4%B8%E0%A4%82%E0%A4%B9%E0%A4%BF%E0%A4%A4%E0%A4%BE,
bṛhatsāmudrikāśāstra,बृहत्सामुद्रिकाशास्त्र - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%AC%E0%A5%83%E0%A4%B9%E0%A4%A4%E0%A5%8D%E0%A4%B8%E0%A4%BE%E0%A4%AE%E0%A5%81%E0%A4%A6%E0%A5%8D%E0%A4%B0%E0%A4%BF%E0%A4%95%E0%A4%BE%E0%A4%B6%E0%A4%BE%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A5%8D%E0%A4%B0,
muhūrtadīpakaḥ,मुहूर्तदीपकः - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%AE%E0%A5%81%E0%A4%B9%E0%A5%82%E0%A4%B0%E0%A5%8D%E0%A4%A4%E0%A4%A6%E0%A5%80%E0%A4%AA%E0%A4%95%E0%A4%83,
yājuṣajyotiṣam,याजुषज्योतिषम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%AF%E0%A4%BE%E0%A4%9C%E0%A5%81%E0%A4%B7%E0%A4%9C%E0%A5%8D%E0%A4%AF%E0%A5%8B%E0%A4%A4%E0%A4%BF%E0%A4%B7%E0%A4%AE%E0%A5%8D,
līlāvatī,,,included in gretil
vāstuvidyā,वास्तुविद्या - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%B5%E0%A4%BE%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A5%81%E0%A4%B5%E0%A4%BF%E0%A4%A6%E0%A5%8D%E0%A4%AF%E0%A4%BE,
siddhāntatattvavivekaḥ,सिद्धान्ततत्त्वविवेकः - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%B8%E0%A4%BF%E0%A4%A6%E0%A5%8D%E0%A4%A7%E0%A4%BE%E0%A4%A8%E0%A5%8D%E0%A4%A4%E0%A4%A4%E0%A4%A4%E0%A5%8D%E0%A4%A4%E0%A5%8D%E0%A4%B5%E0%A4%B5%E0%A4%BF%E0%A4%B5%E0%A5%87%E0%A4%95%E0%A4%83,
siddhāntadarpaṇaḥ,सिद्धान्तदर्पणः - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%B8%E0%A4%BF%E0%A4%A6%E0%A5%8D%E0%A4%A7%E0%A4%BE%E0%A4%A8%E0%A5%8D%E0%A4%A4%E0%A4%A6%E0%A4%B0%E0%A5%8D%E0%A4%AA%E0%A4%A3%E0%A4%83,
niruktam,निरुक्तम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%A8%E0%A4%BF%E0%A4%B0%E0%A5%81%E0%A4%95%E0%A5%8D%E0%A4%A4%E0%A4%AE%E0%A5%8D,
aṣṭādhyāyī,,,included in gretil
kāśikāvṛttiḥ,,,included in gretil
laghusiddhāntakaumudī,,,included in gretil
vākyapadīyam,,,included in gretil
vākyapadīyam (savṛtti),वाक्यपदीयम् (सवृत्ति) - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%B5%E0%A4%BE%E0%A4%95%E0%A5%8D%E0%A4%AF%E0%A4%AA%E0%A4%A6%E0%A5%80%E0%A4%AF%E0%A4%AE%E0%A5%8D_(%E0%A4%B8%E0%A4%B5%E0%A5%83%E0%A4%A4%E0%A5%8D%E0%A4%A4%E0%A4%BF),
aṣṭādhyāyī (śikṣāparibhāṣādisahitā),अष्टाध्यायी (शिक्षापरिभाषादिसहिता) - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%85%E0%A4%B7%E0%A5%8D%E0%A4%9F%E0%A4%BE%E0%A4%A7%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%AF%E0%A5%80_(%E0%A4%B6%E0%A4%BF%E0%A4%95%E0%A5%8D%E0%A4%B7%E0%A4%BE%E0%A4%AA%E0%A4%B0%E0%A4%BF%E0%A4%AD%E0%A4%BE%E0%A4%B7%E0%A4%BE%E0%A4%A6%E0%A4%BF%E0%A4%B8%E0%A4%B9%E0%A4%BF%E0%A4%A4%E0%A4%BE),
aṣṭādhyāyī-gaṇapāṭhaḥ,अष्टाध्यायी-गणपाठः - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%85%E0%A4%B7%E0%A5%8D%E0%A4%9F%E0%A4%BE%E0%A4%A7%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%AF%E0%A5%80-%E0%A4%97%E0%A4%A3%E0%A4%AA%E0%A4%BE%E0%A4%A0%E0%A4%83,
