file,title,title_buddhanexus,title_notes,author,author_buddhanexus,author_pid,tōh,cbeta,Remarks Chinese translation,reconstructed (y/n),url,legacy_url,url_buddhanexus,archive.org,dsbc (yn),category,best_text,duplicate_of_standard
sa_abhidharmasamuccayabhASya.xml,Abhidharmasamuccayabhāṣya,Abhidharmasamuccayabhāṣya,,,,,D4053,T31n1606,,,http://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_abhidharmasamuccayabhASya.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/abhsubhu.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/abhsubhu.htm,,y,6_sastra/3_phil/buddh,y,
sa_nAgArjuna-zAlistambakamahAyAnasUtraTIkA.xml,Śālistambakamahāyānasūtraṭīkā,Śālistambakamahāyānasūtraṭīkā [Āryaśālistambakamahāyānasūtraṭīkā],,Nāgārjuna,Nāgārjuna,P4954,D3986,,Not found.,,http://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_nAgArjuna-zAlistambakamahAyAnasUtraTIkA.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/nagsaliu.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/nagsaliu.htm,,y,6_sastra/3_phil/buddh,y,
sa_pratItyasamutpAdAdivibhaGganirdezasUtra.xml,Pratītyasamutpādādivibhaṅganirdeśasūtra,Pratītyasamutpādādivibhaṅganirdeśasūtra,,,,,D0211,T02n0124,,,http://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_pratItyasamutpAdAdivibhaGganirdezasUtra.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/bsu027_u.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/bsu027_u.htm,,y,4_rellit/buddh,y,
sa_nAgArjuna-zAlistambakakArikA.xml,Śālistambakakārikā,Śālistambakakārikā [Āryaśālistambakakārikā],,Nāgārjuna,Nāgārjuna,P4954,"D3985, D4552",,Not found.,,http://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_nAgArjuna-zAlistambakakArikA.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa062_u.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa062_u.htm,,y,6_sastra/3_phil/buddh,y,
sa_vasubandhu-bodhicittotpAdasUtrazAstra.xml,Bodhicittotpādasūtraśāstra,Bodhicittotpādasūtraśāstra,,Vasubandhu,Vasubandhu,P6119,,,Not found. (T32n1658 from the BDRC-List doesn't seem to be the correct text.),,http://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_vasubandhu-bodhicittotpAdasUtrazAstra.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/vasbocpu.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/vasbocpu.htm,,y,6_sastra/3_phil/buddh,y,
sa_zAntideva-bodhicaryAvatAra.xml,Bodhicaryāvatāra,Bodhicaryāvatāra [Bodhisattvacaryāvatāra],,Śāntideva,Śāntideva,P6161,D3871,T32n1662,,,http://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_zAntideva-bodhicaryAvatAra.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/santbcau.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/santbcpu.htm,https://archive.org/search.php?query=Bodhicary%C4%81vat%C4%81ra&page=3,,6_sastra/3_phil/buddh,,
sa_zAntideva-zikSAsamuccaya.xml,Śikṣāsamuccaya,Śikṣāsamuccaya,,Śāntideva,Śāntideva,P6161,D3940,T32n1636,"Michael: You're going to have to be more specific for sub-sections of the text, if you plan to present this to the machine as something it should be able to derive alignments from.",,http://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_zAntideva-zikSAsamuccaya.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/sanssr_au.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/sanssr_pu.htm,https://archive.org/search.php?query=%C5%9Aik%E1%B9%A3%C4%81samuccaya,,6_sastra/3_phil/buddh,n,gretil_sa/sa_zAntideva-zikSAsamuccaya-alt.xml
sa_zAntideva-zikSAsamuccaya-alt.xml,Śikṣāsamuccaya,Śikṣāsamuccaya 1. Dānapāramitā,,Śāntideva,Śāntideva,P6161,D3940,T32n1636,,,http://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_zAntideva-zikSAsamuccaya-alt.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/sanss01u.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/sanss01u.htm,https://archive.org/search.php?query=%C5%9Aik%E1%B9%A3%C4%81samuccaya,,6_sastra/3_phil/buddh,y,
sa_nAgArjuna-yuktiSaSTikakArikA.xml,Yuktiṣaṣṭikakārikā Sanskrit reconstruction,Yuktiṣaṣṭikārikā,,Nāgārjuna,Nāgārjuna,P4954,D3825,T30n1575,,Reconstructed,http://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_nAgArjuna-yuktiSaSTikakArikA.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/nagyuksu.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/nagyuksu.htm,,y,6_sastra/3_phil/buddh,y,
sa_nAgArjuna-yuktiSaSTikakArikA-fragments.xml,Yuktiṣaṣṭikakārikā-fragments,Yuktiṣaṣṭikakārikā,Fragments,Nāgārjuna,Nāgārjuna,P4954,D3825,T30n1575,,,http://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_nAgArjuna-yuktiSaSTikakArikA-fragments.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/nagysk_u.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/nagysk_u.htm,,,6_sastra/3_phil/buddh,,
sa_nAgArjuna-vigrahavyAvartanIkArikA.xml,Vigrahavyāvartanīkārikā,Vigrahavyāvartanīkārikā,,Nāgārjuna,Nāgārjuna,P4954,D3828,T32n1631,,,http://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_nAgArjuna-vigrahavyAvartanIkArikA.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/nagvvy_u.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/nagvvy_u.htm,,,6_sastra/3_phil/buddh,,
sa_nAgArjuna-vigrahavyAvartanI.xml,Vigrahavyāvartanī,Vigrahavyāvartanī,kārikā + vṛtti,Nāgārjuna,Nāgārjuna,P4954,"D3832, D3828",T32n1631,,,http://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_nAgArjuna-vigrahavyAvartanI.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/nagvigvu.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/nagvigvu.htm,,,6_sastra/3_phil/buddh,,
sa_nAgArjuna-mahAyAnaviMzikA.xml,Mahāyānaviṃśikā,Mahāyānaviṃśikā [Mahāyānaviṃśati],,Nāgārjuna,Nāgārjuna,P4954,,T30n1576,,,http://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_nAgArjuna-mahAyAnaviMzikA.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/nagmyv_u.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/nagmyv_u.htm,,y,6_sastra/3_phil/buddh,y,
sa_nAgArjuna-mUlamadhyamakakArikA.xml,Mūlamadhyamakakārikā,Mūlamadhyamakakārikā,,Nāgārjuna,Nāgārjuna,P4954,D3824,T30n1564,,,http://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_nAgArjuna-mUlamadhyamakakArikA.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/nagmmk_u.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/nagmmk_u.htm,https://archive.org/details/2226454Nagarjuna/mode/2up,,6_sastra/3_phil/buddh,,
sa_kamalazIla-madhyamakAloka.xml,Madhyamakāloka,Madhyamakāloka,,Kamalaśīla,Kamalaśīla,P7641,D3887,,Not found.,,http://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_kamalazIla-madhyamakAloka.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/ksmadhlu.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/ksmadhlu.htm,,y,6_sastra/3_phil/buddh,y,
sa_candrakIrti-prasannapada.xml,Prasannapada,Prasannapadā [Madhyamakaśāstravṛtti],,Candrakīrti,Candrakīrti,P5782,D3860,,Not found.,,http://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_candrakIrti-prasannapada.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/canprasu.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/canprasu.htm,https://archive.org/search.php?query=Prasannapad%C4%81,y,6_sastra/3_phil/buddh,y,
sa_karmavibhaGgopadeza.xml,Karmavibhaṅgopadeśa,Karmavibhaṅgopadeśa,,,,,,,Not found.,,http://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_karmavibhaGgopadeza.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/bsu060_u.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/bsu060_u.htm,https://archive.org/details/Levi.1932.Karmavibhanga,y,4_rellit/buddh,y,
sa_maitreyanAtha-bhavasaMkrAntiTIkA.xml,Bhavasaṃkrāntiṭīkā,Bhavasaṅkrāntiṭīkā,,Maitreyanātha,Maitreyanātha,P6118,D3841,,Not found.,,http://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_maitreyanAtha-bhavasaMkrAntiTIkA.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa058_u.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa058_u.htm,,y,6_sastra/3_phil/buddh,y,
sa_prajJAkaramati-bodhicaryAvatArapaJjikA.xml,Bodhicaryāvatārapañjikā,Bodhicaryāvatārapañjikā,,Prajñākaramati,Prajñākaramati,P7313,D3872,,Not found.,,http://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_prajJAkaramati-bodhicaryAvatArapaJjikA.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa054_u.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa054_u.htm,,y,6_sastra/3_phil/buddh,y,
sa_madhyamakAvatAra-1-5.xml,Madhyamakāvatāra 1-5,Madhyamakāvatārabhāṣya (ch. 1-5),,,Candrakīrti,P5782,D3861,,Not found.,,http://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_madhyamakAvatAra-1-5.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa053_u.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa053_u.htm,https://archive.org/search.php?query=Madhyamak%C4%81vat%C4%81ra&page=2,y,6_sastra/3_phil/buddh,y,
sa_kamalazIla-bhAvanAkrama.xml,Bhāvanākrama,Bhāvanākrama,,Kamalaśīla,Kamalaśīla,P7641,"D3915-merged, D3916, D3917",T32n1664,,,http://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_kamalazIla-bhAvanAkrama.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa047_u.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa047_u.htm,https://archive.org/search.php?query=Bh%C4%81van%C4%81krama,y,6_sastra/3_phil/buddh,y,
sa_dIpaMkarazrIjJAna-gurukriyAkrama.xml,Gurukriyākrama,Gurukriyākrama,,Dīpaṃkaraśrījñāna [= Atīśa],Atiśa Dīpaṃkaraśrījñāna,P3379,"D3977, D4489",,Not found.,,http://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_dIpaMkarazrIjJAna-gurukriyAkrama.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa042_u.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa042_u.htm,,y,6_sastra/3_phil/buddh,y,
sa_dIpaMkarazrIjJAna-ApattidezanAvidhi.xml,Āpattideśanāvidhi,Āpattideśanāvidhi,,Dīpaṃkaraśrījñāna [= Atīśa],Atiśa Dīpaṃkaraśrījñāna,P3379,D3974,,Not found.,,http://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_dIpaMkarazrIjJAna-ApattidezanAvidhi.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa041_u.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa041_u.htm,,y,6_sastra/3_phil/buddh,y,
sa_dIpaMkarazrIjJAna-cittotpAdasaMvaravidhikrama.xml,Cittotpādasaṃvaravidhikrama,Cittotpādasaṃvaravidhikrama,,Dīpaṃkaraśrījñāna [= Atīśa],Atiśa Dīpaṃkaraśrījñāna,P3379,"D3969, D4490",,Not found.,,http://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_dIpaMkarazrIjJAna-cittotpAdasaMvaravidhikrama.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa040_u.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa040_u.htm,,y,6_sastra/3_phil/buddh,y,
sa_dIpaMkarazrIjJAna-dazAkuzalakarmapathadezanA.xml,Daśākuśalakarmapathadeśanā,Daśākuśalakarmapathadeśanā,,Dīpaṃkaraśrījñāna [= Atīśa],Atiśa Dīpaṃkaraśrījñāna,P3379,"D3958, D4483",T17n0727,Previously given T725 must be a typo.,,http://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_dIpaMkarazrIjJAna-dazAkuzalakarmapathadezanA.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa039_u.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa039_u.htm,,y,6_sastra/3_phil/buddh,y,
sa_dIpaMkarazrIjJAna-sUtrArthasamuccayopadeza.xml,Sūtrārthasamuccayopadeśa,Sūtrārthasamuccayopadeśa,,Dīpaṃkaraśrījñāna [= Atīśa],Atiśa Dīpaṃkaraśrījñāna,P3379,"D3957, D4482",,Not found.,,http://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_dIpaMkarazrIjJAna-sUtrArthasamuccayopadeza.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa038_u.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa038_u.htm,,y,6_sastra/3_phil/buddh,y,
sa_dIpaMkarazrIjJAna-mahAyAnapathasAdhanasaMgraha.xml,Mahāyānapathasādhanasaṃgraha,Mahāyānapathasādhanasaṅgraha,,Dīpaṃkaraśrījñāna [= Atīśa],Atiśa Dīpaṃkaraśrījñāna,P3379,"D3955, D4480",,Not found.,,http://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_dIpaMkarazrIjJAna-mahAyAnapathasAdhanasaMgraha.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa037_u.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa037_u.htm,,y,6_sastra/3_phil/buddh,y,
sa_dIpaMkarazrIjJAna-zaraNagamanadezanA.xml,Śaraṇagamanadeśanā,Śaraṇagamanadeśanā,,Dīpaṃkaraśrījñāna [= Atīśa],Atiśa Dīpaṃkaraśrījñāna,P3379,D3953,,Not found.,,http://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_dIpaMkarazrIjJAna-zaraNagamanadezanA.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa036_u.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa036_u.htm,,y,6_sastra/3_phil/buddh,y,
sa_dIpaMkarazrIjJAna-bodhisattvAdikarmikamArgAvatAradezanA.xml,Bodhisattvādikarmikamārgāvatāradeśanā,Bodhisattvādikarmikamārgāvatāradeśanā,,Dīpaṃkaraśrījñāna [= Atīśa],Atiśa Dīpaṃkaraśrījñāna,P3379,D3952,,Not found.,,http://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_dIpaMkarazrIjJAna-bodhisattvAdikarmikamArgAvatAradezanA.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa035_u.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa035_u.htm,,y,6_sastra/3_phil/buddh,y,
sa_Aryadeva-catuHzatikA.xml,Catuḥśatikā,Catuḥśatikā,,Āryadeva,Āryadeva,??,,T30n1570,"I'm uncertain whether this is the correct text. SN: Me too, doesn't seem to work out...",,http://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_Aryadeva-catuHzatikA.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa028_u.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa028_u.htm,,y,6_sastra/3_phil/buddh,y,
sa_nAgArjuna-madhyamakazAstra.xml,Madhyamakaśāstra,Madhyamakaśāstra,,Nāgārjuna,Nāgārjuna,P4954,,T30n1564,SN,,http://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_nAgArjuna-madhyamakazAstra.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa027_u.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa027_u.htm,,y,6_sastra/3_phil/buddh,y,
sa_dIpaMkara-satyadvayAvatAranAma.xml,Satyadvayāvatāranāma,Satyadvayāvatāranāma,,Dīpaṃkara,Dīpaṃkara,,D3902,,Not found.,,http://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_dIpaMkara-satyadvayAvatAranAma.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa024_u.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa024_u.htm,,y,6_sastra/3_phil/buddh,y,
sa_nAgArjuna-vigrahavyAvartanI-alt.xml,Vigrahavyāvartanī,Vigrahavyāvartanī,,Nāgārjuna,Nāgārjuna,P4954,D3828,T32n1631,,,http://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_nAgArjuna-vigrahavyAvartanI-alt.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa021_u.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa021_u.htm,,y,6_sastra/3_phil/buddh,y,
sa_nAgArjuna-zUnyatAsaptati.xml,Śūnyatāsaptati,Śūnyatāsaptati,,Nāgārjuna,Nāgārjuna,P4954,D3827,,Not found.,,http://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_nAgArjuna-zUnyatAsaptati.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa016_u.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa016_u.htm,,y,6_sastra/3_phil/buddh,y,
sa_nAgArjuna-suhRllekha.xml,Suhṛllekha,Suhṛllekha,,Nāgārjuna,Nāgārjuna,P4954,D4182,"T32n1672, T32n1673, T32n1674",,,http://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_nAgArjuna-suhRllekha.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa015_u.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa015_u.htm,https://archive.org/details/WenzelSuhrllekha,y,6_sastra/3_phil/buddh,y,
sa_zikSAsamuccayakArikA.xml,Śikṣāsamuccayakārikā,Śikṣāsamuccayakārikā,,,,,D3939,T32n1636,,,http://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_zikSAsamuccayakArikA.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa014_u.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa014_u.htm,,y,6_sastra/3_phil/buddh,y,
sa_nAgArjuna-pratItyasamutpAdahRdayavyAkhyAna.xml,Pratītyasamutpādahṛdayavyākhyāna,Pratītyasamutpādahṛdayavyākhyāna,,Nāgārjuna,Nāgārjuna,P4954,,T32n1654,,,http://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_nAgArjuna-pratItyasamutpAdahRdayavyAkhyAna.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa013_u.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa013_u.htm,,y,6_sastra/3_phil/buddh,y,
sa_nAgArjuna-pratItyasamutpAdahRdayakArikA.xml,Pratītyasamutpādahṛdayakārikā,Pratītyasamutpādahṛdayakārikā,,Nāgārjuna,Nāgārjuna,P4954,D3836,"T32n1651, T32n1654",,,http://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_nAgArjuna-pratItyasamutpAdahRdayakArikA.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa012_u.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa012_u.htm,,y,6_sastra/3_phil/buddh,y,
sa_hastavAlaprakaraNavRtti.xml,Hastavālaprakaraṇavṛtti,Hastavālaprakaraṇavṛtti,,,,,,,Not found.,,http://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_hastavAlaprakaraNavRtti.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa009_u.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa009_u.htm,,y,6_sastra/3_phil/buddh,y,
sa_garbhasaMgrahaH.xml,Garbhasaṃgrahaḥ,Garbhasaṅgraha,,,,,,,Not found.,,http://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_garbhasaMgrahaH.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa008_u.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa008_u.htm,,y,6_sastra/3_phil/buddh,y,
sa_atiza-bodhipathapradIpa.xml,Bodhipathapradīpa,Bodhipathapradīpa,,Atiśa,Atiśa Dīpaṃkaraśrījñāna,P3379,D3947,,Not found.,,http://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_atiza-bodhipathapradIpa.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa004_u.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa004_u.htm,,y,6_sastra/3_phil/buddh,y,
sa_zAntideva-bodhicaryAvatAra-alt.xml,Bodhicaryāvatāra,Bodhicaryāvatāra [Bodhisattvacaryāvatāra],,Śāntideva,Śāntideva,P6161,D3871,T32n1662,,,http://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_zAntideva-bodhicaryAvatAra-alt.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa003_u.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa003_u.htm,https://archive.org/search.php?query=Bodhicary%C4%81vat%C4%81ra&page=3,y,6_sastra/3_phil/buddh,y,
sa_amRtAkara-catuHstavasamAsArtha.xml,Catuḥstavasamāsārtha,Catuḥstavasamāsārtha [Catuḥstavasamārtha],,Amṛtākara,Amṛtākara,P0ER0001,,,Not found.,,http://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_amRtAkara-catuHstavasamAsArtha.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/acatstvu.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/acatstvu.htm,,,4_rellit/buddh,,
sa_kambalapAda-navazlokI.xml,Navaślokī,Navaślokī,,Kambalapāda,Kambalapāda,P7752,,T25n1516,,,http://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_kambalapAda-navazlokI.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/knavslou.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/knavslou.htm,,,4_rellit/buddh,,
sa_kamalazIla-vajracchedikATIkA.xml,Vajracchedikāṭīkā,Prajñāpāramitāvajracchedikāṭīkā,,Kamalaśīla,Kamalaśīla,P7641,D3817,,Not found.,,http://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_kamalazIla-vajracchedikATIkA.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/kamvchtu.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/kamvchtu.htm,,y,4_rellit/buddh,y,
sa_ratnAkarazAnti-sAratama.xml,Sāratama,Sāratamā [āryāṣṭasāhasrikāyāḥ prajñāpāramitāyāḥ sāratamākhyā pañjikā],,Ratnākaraśānti,Ratnākaraśānti,P00EGS1016642,D3803,,Not found.,,http://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_ratnAkarazAnti-sAratama.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/bsa051_u.htm,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/bsa051_u.htm,,y,4_rellit/buddh,y,
